key,1,2
150,Gone with the Snow,
151,The Dreamer's Gospel (Limsa Lominsa),
152,The Dreamer's Dilemma (Limsa Lominsa),
153,Guild Tasks,
154,Call of Booty,
155,Risky Business,
156,Forging the Spirit,
157,Joining the Spirit,
158,Waking the Spirit,
159,A Feast of Fools,
160,Provisioning & Supply Missions,
161,A Light in the Dark,
162,What Glitters Always Isn't Gold,
163,the Thousand Maws of Toto--Rak,
164,Dzemael Darkhold,
165,Aurum Vale,
166,Cutter's Cry,
167,Waste Not Want Not,
168,In Plain Sight,
169,The Ink Thief,
170,Private Eyes,
171,Mysteries of the Red Moon,
172,Prophecy Inspection,
173,Ring of Deceit,
174,The Usual Suspect,
175,Seasonal Event,
176,Scrambled Eggs,
177,Bombard Backlash,
178,Seasonal Event (All City-states),
179,Hamlet Defense,
180,Class is in Session,
181,Taming the Tempest,
182,A Relic Reborn,
183,Living on a Prayer,
184,"The Raven, Nevermore",
185,Pride and Duty (Will Take You from the Mountain),
186,Embracing the Beast,
187,Curious Gorge Goes to the Bazaar,
188,Looking the Part,
189,Proof is in the Pudding,
190,How to Quit You,
191,Brother from Another Mother,
192,Insulted Intelligence,
193,The Pursuit of Power,
194,Good Vibrations,
195,Five Easy Pieces,
196,Return of the King...of Ruin,
197,Seeds of Initiative,
198,When Sheep Attack,
199,Lost in Rage,
200,The Wheel of Disaster,
201,In Search of Succor,
202,The Chorus of Cataclysm,
203,Hearing Voices,
204,A Time to Kill,
205,International Relations,
206,The Voidgate Breathes Gloomy,
207,Gearing Up,
208,Always Bet on Black,
209,Paladin's Pledge,
210,Honor Lost,
211,Power Struggles,
212,Poisoned Hearts,
213,Parley on High Ground,
214,Keeping the Oath,
215,A Song of Bards and Bowmen,
216,The Archer's Anthem,
217,Bard's-Eye View,
218,Doing It the Bard Way,
219,Pieces of the Past,
220,Requiem for the Fallen,
221,Eye of the Dragon,
222,Lance of Fury,
223,Unfading Scars,
224,Double Dragoon,
225,Fatal Seduction,
226,Into the Dragon's Maw,
227,The Price of Integrity,
228,Testing the Waters,
229,Seals for the Whorl,
230,Engineering Victory,
231,An Officer and a Wise Man,
232,Ceruleum Shock,
233,Till Sea Swallows All,
234,Imperial Devices (Limsa Lominsa),
235,Into the Dark (Limsa Lominsa),
236,It Kills with Fire (Limsa Lominsa),
237,The Cove,
238,Saving the Stead Instead,
239,It's a Piece of Cake to Bake a Poison Cake,
240,Kobold and the Beautiful,
241,Oil Crisis,
242,Alive,
243,The Weakest Link,
244,Deus ex Machina,
245,In for Garuda Wakening (Limsa Lominsa),
246,Don't Hate the Messenger (Limsa Lominsa),
247,United We Stand (Limsa Lominsa),
248,To Kill a Raven (Limsa Lominsa),
249,"Patrol, Interrupted",
250,Breaking the Seals,
251,Why Did It Have to Be Snakes,
252,Adders' Nest Egg,
253,The Mail Must Get Through,
254,Their Finest Hour,
255,Appetite for Destruction,
256,"Serenity, Purity, Sanctity",
257,Imperial Devices (Gridania),
258,Into the Dark (Gridania),
259,It Kills with Fire (Gridania),
260,Eternal Recurrence,
261,The Pen Is Mightier than the Spear,
262,Woes of the Botanist,
263,Gone with the Wind,
264,A Taste for Death,
265,Two Vans are Better than One,
266,You Don't Have the Rite,
267,Shadow of the Raven,
268,In for Garuda Wakening (Gridania),
269,Don't Hate the Messenger (Gridania),
270,United We Stand (Gridania),
271,To Kill a Raven (Gridania),
272,Cure for the Common Pox,
273,Career Opportunities,
274,Kindling a Flame,
275,Burning a Hole in One's Pocket,
276,Arms Race,
277,Burning Man,
278,Know Your Enemy,
279,By Fire Reborn,
280,Imperial Devices (Ul'dah),
281,Into the Dark (Ul'dah),
282,It Kills with Fire (Ul'dah),
283,Prying Eyes,
284,Different Strokes,
285,A Weaver and a Mummer,
286,When Alchemists Cry,
287,Challenge Accepted,
288,"Like Father, Like Son",
289,"Gore a Lizard, Hurry",
290,Careless Whispers,
291,In for Garuda Wakening (Ul'dah),
292,Don't Hate the Messenger (Ul'dah),
293,United We Stand (Ul'dah),
294,To Kill a Raven (Ul'dah),
295,"Mess with the Goat, Get the Horns",
