key,11,13
2162709,Summerford Farms,"When Merlwyb Bloefhiswyn rose to Admiral, one of her first decrees included the clearing of large swaths of land for new Lominsan settlements. Summerford Farms and its expansive orange groves is one of those locations─its name is derived from the man-made crossings required when late spring runoff from Mt. O'Ghomoro causes the Rogue River to swell."
2162710,The Grey Fleet,"Sitting high atop Widow Cliffs on the southeastern coast of Vylbrand, the Grey Fleet was built to harness the constant southerly winds funneled down through the Strait of Merlthor, and use them to power the many mills which grind the region's wheat and full its wool."
2162711,Hidden Falls,"Sheltered on three sides by towering cliffs, Hidden Falls can be found several score yalms upstream from where the Agelyss River empties into the Strait of Merlthor. Taken by its beauty, Ul'dahn plutocrat Gegeruju was quick to purchase the land and construct a stage upon which private performances for the magnate's favored clients are held."
2162712,Gullperch Tower,"One of three beacons built along the La Noscean coast in the Sixth Astral Era, Gullperch Tower is the easternmost─warning ships navigating the Strait of Merlthor of its deadly shallows, while also serving as a watchtower for pirate and Sahagin raids on Bloodshore."
2162713,The Navigator,"Carved centuries past by a famous Roegadyn sculptor, this massive stone effigy located in the center of Aleport's lower plaza serves as hallowed ground upon which sailors might offer solemn prayers to the watcher of the seas before embarking on their journeys across the untamed deep. "
2162714,The Ship Graveyard,"For centuries, ships wrecked off the shores of southern Vylbrand have been carried upon currents to this quiet inlet─a timeless reminder of the deep's boundless wrath. So many are the wooden corpses which populate this watery lichyard, it is said that for every hull visible above the waves, a score more slumber beneath."
2162715,Camp Skull Valley,"Now a strategic outpost for the Maelstrom, Camp Skull Valley was once but a circle of tents occupied by a meager Yellowjacket unit charged with surveilling the area for kobold incursions. Those beastmen foolish enough to venture down from O'Ghomoro were slaughtered and beheaded─their skulls put on display as a warning to others."
2162716,Tidegate,"Taking advantage of the chaos left in the Calamity's wake, a large force of Sahagin rose from the seas and laid claim to Halfstone, a distant Lominsan settlement on the far-western edge of La Noscea. To prevent any further swells of the beastman forces, a massive wall was erected between the enemy-occupied lowlands and the allied Skull Valley."
2162717,Camp Bronze Lake,"The formation of great underwater fissures during the Calamity saw nearly half of the water comprising Bronze Lake vanish in the span of a single night. The result was the uncovering of ancient Nymian ruins submerged for thousands of years─most notably, the Wanderer's Palace, a temple dedicated to the god Oschon."
2162718,Thalaos,"Though there is no proof to support the claim, rumor has these sun-bleached remains of a long-dead denizen of the deep are those of one of the legendary twin sea serpents believed to have been unleashed by the Navigator, Llymlaen, at the dawn of eras to fill the empty seas (the other being Perykos)."
2162719,Jijiroon's Trading Post,"Located on the eastern banks of Bronze Lake, Jijiroon's Trading Post is one of two makeshift markets peddling baubles and trinkets to those brave enough to venture that deep into kobold lands. The other is Memeroon's Trading Post, run by Jijiroon's estranged sibling, to whom the stubborn Qiqirn merchant hasn't spoken in twenty summers."
2162720,The Floating City of Nym,Suspended high above the foothills of Mt. O'Ghomoro is the Floating City of Nym─central hub of a lost civilization which prospered on Vylbrand during the Fifth Astral Era. The accepted theory as to how the city was torn from the realm involves the over-aspecting of corrupted wind crystals─a phenomenon witnessed late in the Sixth Astral Era.
2162721,Camp Overlook,"Manned by the “meanest shite-kickin' unit in the whole damn Maelstrom,” Camp Overlook serves as the base of operations for the Red Swallows─a privateer levy tasked with the surveillance of kobold activity in outer La Noscea and along the slopes of Mt. O'Ghomoro. "
2162722,U'Ghamaro Mines,"The brilliant rainbow-colored hues that permeate the otherwise bistre slopes of O'Ghomoro are a result of the endless flow of toxic slumgullion streaming forth from the labyrinthine warrens that make up U'Ghamaro Mines. As more kobolds arrive on the surface each day, there is a scramble to construct new forges to accommodate them."
2162723,The Hermit's Hovel,"While few have ever seen the lord of this humble hideaway which rests precariously on the edge of an unscalable precipice─let alone obtained his permission for entering the premises─that has not stopped travelers from taking full advantage of the respite the location offers, whether it be a dip in the steaming pools, or a few bells' slumber on the soft goosefeather bed."
2162724,The Carline Canopy,"Nestled cozily within the inn known as the Roost lies the relaxing Carline Canopy, a haven for those seeking a respite from travel's travails or questing's quandaries. Figaga's Gift, the towering waterwheel found outside the café, powers the saws and lathes of the Carpenters' Guild, and is widely considered Gridania's grandest architectural achievement."
2162725,The Lancers' Guild,"Founded by legendary Wood Wailer captain Mistalle, the Lancers' Guild doubles as a headquarters for those who keep the peace within Gridania, and the greater peace without. It is to these “Wailing Barracks” that people come with matters whose resolution requires a polearm's edge, and justice meted out to those who have wronged the forest or forestborn."
2162726,The Bannock,"Built around the stump of a fallen heavenspillar, the Bannock serves as training grounds for Order of the Twin Adder initiates. There are several theories regarding the origin of the area's name, some claiming it is taken from the hardtack issued to Grand Company recruits, others that it is derived from the training stump's resemblance to those selfsame rations."
2162727,Haukke Manor,"Long frowned upon by the people of Gridania as a symbol of excess, the Seedseers would finally submit to pressure from the citizenry, selling the deed to the manor to Lady Amandine of House Dartancours. The word “Haukke” is of ancient Padjali origin and means, “to speak without words.”"
2162728,The Guardian Tree,"Having seen over a thousand summers, the Guardian Tree is purportedly the oldest arbor in all the Black Shroud, and home to the great one─an elder elemental who watches and presides over the forest's denizens. The fruit borne by the tree resembles a plum and is sought after across the Three Great Continents for its curative properties."
2162729,Rainbow Bridge,"When struck by the rare sunbeams which happen to penetrate the thick canopy of the Black Shroud, the veil of fine mist created by one of the East Vein's myriad cataracts projects a brilliant rainbow which appears to connect the river's east and west banks. The grotto hidden behind the veil houses one of the forest's most sacred locations─Lifemend Stump."
2162730,The Seedbed,"Illuminated in the soft glow of countless moonspores, the Seedbed is an ancient arbor-turned-nursery used by the sylphs to grow and incubate their offspring, also known as podlings."
2162731,Buscarron's Druthers,"The Druthers is run by a disenfranchised ex-sentry-turned-tavernkeep and welcomes all manner of folk, from upstanding to unsavory, so long as they follow Buscarron Strongarm's simple rules of etiquette: sit down, forget your worries, and savor your ale."
2162732,South Shroud Landing,"Constructed by Highwind Skyways to serve as a landing for cargo airships, this location was quickly abandoned when the imperial presence in the area became too large to ignore. Now the site is used as a makeshift market where bandits and poachers peddle their ill-gotten wares far from the eyes of the law."
2162733,Urth's Gift,"Ancient writings tell that in exchange for her lifeblood, Lady Urth was able to seal the Dark Divinity Odin in a crystalline prison beneath a bubbling wellspring. To honor her sacrifice, the land upon which she drew her last breath still bears her name."
2162734,Quarrymill,"Once a deal had been struck between the Gelmorrans and the elementals allowing their return to the forest surface, the Elezen began unearthing large quantities of boulders to build the foundations of their new city, Gridania. The waterwheels of Quarrymill were raised to power the hammers which rendered the massive stones into workable blocks."
2162735,Ixali Logging Grounds,"The Ixal have never taken well their banishment from the Black Shroud, and to this day continue to fell the hoary sentinels growing on the forest's outskirts. Too heavy to drag back to their settlements in Natalan or faraway Xelphatol, the ill-gotten lumber is tied to balloons buoyed with Ixali airstones and flown to the beast tribe's homeland under the cover of night."
2162736,Fallen Neurolink,"Coined by the learned men of Garlond Ironworks, these massive rings were used to dampen spiritual energies, preventing the focusing of power required to wield magicks. No less than five, each measuring hundreds of yalms across, were required to keep Bahamut silent for three full eras...but even then they proved insufficient."
2162737,Alder Springs,"Once a vast grove of giant alders, the flames of the Calamity reduced the area to a charred graveyard, leaving nothing of the ancient holt but its name."
2162738,Castrum Marinum,"Situated atop the roiling Rhotano Sea between Aldenard and the eastern coast of Vylbrand, Castrum Marinum serves as the southernmost outpost for the Garlean Empire's XIVth Legion. The cohort stationed on this man-made floating island is primarily tasked with the resupplying of imperial army cohorts deployed in the La Noscea and Thanalan theaters. "
2162739,Vesper Bay,"A bustling port city strategically situated on the western coast of Thanalan and maintained using funds generously provided by Syndicate chairman Lolorito, Vesper Bay serves as a gateway in and out of sultanate-controlled lands. The colossal bronze statue in the main plaza is said to be an exact likeness of said chairman (when viewed from afar)."
2162740,Black Brush Station,"A marvel of modern innovation, the steam engine has transformed the mining industry, increasing efficiency and profits thrice over. It has also led to the transformation of what was once a thinly manned aetheryte outpost into a thriving crossroads of labor and commerce─a new pillar to support the thriving Ul'dahn economy."
2162741,Gate of Nald,"One of three main portals accessible by the general populace, the Gate of Nald is wide enough for two fully burdened chocobo carriages to enter abreast and still leave room for the flanking gateguards. Her Royal Majesty Nanamo Ul Namo has commanded that the portcullis remain open night and day, so as to welcome all who would partake of Ul'dah's wonders."
2162742,The Burning Wall,"Once an unscalable precipice severing eastern Thanalan from the Grand Wake, the Burning Wall earned its name for the deep-red glow it would emit each evening as the sun set. Toppled by the Calamity, that cliff no longer exists─in its place a queer forest of crystalline sentinels and malformed creatures shunned by nature itself."
2162743,The Golden Bazaar,"Once a waypoint for traders making the journey between Gridania and Ul'dah, the rise of settlements such as Camp Drybone and Highbridge have all but rendered the once prospering hamlet a ghost town. Rumors of mythril deposits in the nearby mountains and treasure in the ruins of the Invisible City, however, may work to rekindle this dying ember."
2162744,Thal's Respite,"Overseer of wealth in the afterlife, proper obeisance to the Trader Thal is required for those who wish to take belongings accumulated in this world to the hereafter. Thal's Respite is oft used by stout devotees of the Order of Nald'thal as a place of fasting and prayer, but its distance from Ul'dah prevents all but the most affluent from making the journey."
2162745,Nald's Reflection,"Overseer of wealth and commerce upon the corporeal plane, it is believed that through fervent worship of the Trader Nald, one will reap immeasurable fortune in one's living years. Prince and pauper alike once made pilgrimages to this remote place of prayer in search of prosperity...until, that is, Milvaneth Sacrarium opened a new (toll-based) temple within Ul'dah."
2162746,Zahar'ak,"Loosely translated as “land of perseverance,” Zahar'ak is a forward stronghold for the Amalj'aa host based in Zanr'ak. The beast tribe believes the scorched plains of Thanalan to be hallowed ground blessed by the cleansing flames of their primal deity, Ifrit, and as such are intent on driving from the land all whom they deem invaders."
2162747,The Sagolii Desert,"According to the Sons of Saint Coinach, the Sagolii Desert was once a verdant sea of lush plains capable of sustaining great civilizations, as is evidenced by the ruins recently discovered in the area. How such a place devolved into a lifeless desert remains a mystery, but recent disaster tells us an ancient calamity is the likely culprit."
2162748,The Sunken Temple of Qarn,"Most scholars of ancient Belah'dian civilization claim this twisting labyrinth of complex chambers to be a place of worship dedicated to the sun goddess, Azeyma. Recent diggings, however, have uncovered older chambers buried beneath the new containing relics not of the Sixth Astral Era, suggesting that the temple may have been built by a different people."
2162749,Minotaur Malm,"Local legend has that long ago, a young goatherd leading his pack to water at Forgotten Springs was set upon and chased a full malm through these caves by a minotaur. There has yet to be a second sighting of the creature, but the stories are enough to frighten away most who would consider passage through this trading post used by the Seventy-Seven Caravans."
2162750,East Watchtower,"To power their legions of warmachina, the Garleans require a steady supply of the aether-based fuel known as ceruleum. Bluefog housing the largest deposit in Eorzea, the Empire has begun their own mining operation but a stone's throw from the Allied refineries, heightening tensions in the area and prompting the construction of two watchtowers."
2162751,Ceruleum Pipeline,"Even before airships and engines were commonplace in Eorzea, Amajina & Sons Mineral Concern recognized the potential value of ceruleum and laid claim to nearly all of the untapped deposits in northern Thanalan. In an ironic twist, for many years before the Garlean invasion, the Concern's biggest customer was, in fact, the imperial army."
2162752,Bluefog,"Though abundant on the northern continent of Ilsabard, only a handful of ceruleum deposits have ever been discovered on Aldenard, the largest being buried under the Sea of Spires in northern Thanalan. Ceruleum is a highly unstable substance and will begin to evaporate when in contact with air, resulting in the bluish haze from which this area earns its name."
2162753,Raubahn's Push,"In the final days of the Sixth Astral Era, the ceruleum fields of northern Thanalan proved to be one of the most hotly contested areas in all Eorzea, with the Empire amassing a giant host outside of Bluefog to seize control of the local fuel refineries. Though outnumbered three to one, Raubahn and his army succeeded in “pushing” back the enemy."
2162754,Abandoned Amajina Mythril Mine,"The discovery of mythril in a small copper mine in Bluefog triggered the Great Rush which saw would-be prospectors flock to the Sea of Spires in search of quick and easy fortune. The veins that ran through the mountains, however, were not deep, and it was but ten summers before the mines ceased to yield the precious metal, forcing many to abandon their claims. "
2162755,The Nail,"As is described in the <hex:021A020203>Enchiridion<hex:021A020103>, to ensure the realm of man did not drift apart from the firmament, Halone struck the Nail through both, ever binding the two. And though assailed on all sides by great metal shards fallen from the lesser moon Dalamud's crust, the ancient peak remained standing, a testament to the land's life force."
2162756,The Observatorium,"Three hundred years ago, Ishgardian astrologian Adaunel the Younger convinced the Holy See that he could predict the comings and goings of the Dravanian Horde by studying the movements of the heavens, and thus secured funding for the construction of the First Dicasterial Observatorium of Aetherial and Astrological Phenomena and its grand astroscope."
2162757,The Frozen Fang,"In years past, the hot alpine summers would have seen this fallen Dravanian outflyer blown with maggots and reduced to bones in a matter of days. Now, in the endless winter wrought by the Calamity, the carcass rests in the permafrost under a thick blanket of snow, perfectly preserved since the day he was pierced through the heart by a ballista."
2162758,The Holy See of Ishgard,"For the past thousand years, Ishgard has waged a bloody war with the dragons of Dravania. To fend off the enemy horde, a complex web of defenses, magical and corporeal, has been added piecemeal to the city proper's outer walls, transforming her into an impenetrable bastion, while at the same time, isolating her and her people from the outside world."
2162759,Boulder Downs,"Before the Calamity, Boulder Downs was a vast sloped lea littered with moraine deposited by realm-swallowing glaciers long receded. The rain of debris that accompanied the fall of Dalamud, however, transformed the landscape into a frozen wasteland pocked with gaping impact craters and peculiar dark matter formations."
2162760,The Fury's Gaze,"A place holy to all Ishgardians, it is believed that when a man stands within this hidden grotto, the Fury Herself will reach deep into the darkest recesses of his soul and lay out his sins before him, allowing the man to repent those failings. Monument Tower was built nearby to protect this hallowed ground from the taint of dragons and heretics."
2162761,Snowcloak,"The bitter cold which swept over the Coerthas highlands following the Calamity did not only blanket the region in snow and ice, but transformed the water of Twinpools and the Swiftrun into a mountainous flow of ice─a flow which has slowly crept through the western Coerthas highlands and now has completely engulfed Gargoyle Crossing, preventing passage."
2162762,Camp Dragonhead,"Its name taken from a rocky outcropping said to be the head of a Dravanian king turned to stone by the almighty hand of Halone, this outpost acts as the Coerthas central highlands' southernmost line of defense for the Holy See, tasked with fending off Ixali raids from Natalan, skirmishes by heretic factions, and the occasional yeti scare."
2162763,The Steel Vigil,"One of four citadel watchtowers built along the Sea of Clouds, the Steel Vigil warned the Holy See of aerial attacks for centuries before being razed and gutted by the Dravanian Horde and their vile commander, Svara. Now, only the outer walls remain, leaving a bitter reminder of the dragons' destructive power."
2162764,Castrum Centri,"Castrum Centri was erected with material salvaged from the ruins of Castrum Novum─the Garlean Empire's first major outpost in Eorzea, constructed in the final year of the Sixth Astral Era by VIIth Legion legatus Nael van Darnus. It houses several ceruleum mining pits, a magitek manufactory, and the Phantom Train, used to transport ordnance to outlying castra."
2162765,The Crystal Tower,"As if somehow beckoned forth from its hypogeal prison by the events of the Calamity, this sky-scraping spire now commands the Mor Dhonan horizon. Through their research, the Sons of Saint Coinach have determined that the monolith, also known as Syrcus Tower, was constructed to collect and store the endless energies of the sun."
2162766,Rathefrost,"The fall of the <hex:021A020203>Agrius<hex:021A020103> into Silvertear Falls not only drained the magnificent multi-tiered lake, but instantly crystallized the majority of the region's flora─a result of mass quantities of ceruleum fuel reacting with aether released upon Midgardsormr's death. What remains is a brilliant-yet-dead landscape akin to a twisted garden pocked with blooming geodes."
2162767,The Keeper of the Lake,"Maintaining a silent vigil over Silvertear Lake, the Keeper is wrought from the wreckage of the imperial flagship, the <hex:021A020203>Agrius<hex:021A020103>, and the entangled remains of Midgardsormr. For many religious and mythological enthusiasts, it stands as proof of the existence of the gods. For most people, however, it serves as a grim reminder of the horrific power of Garlemald."
2162768,Falcon's Nest,"From its humble origins as a lonely cluster of barracks nestled in the mountains of western Coerthas, the village of Falcon's Nest grew and prospered until the Calamity came and the icy winter took its deathly toll. Its name derives from the falconers who reside there with their snow white charges, defending their mountain home from the Dravanian threat."
2162769,Camp Riversmeet,"Once a key military outpost for the Ishgardian forces, this strategic location where the waters of the Swiftrun and the Coerthas flow together is home to a lone aetheryte shard, which has stood abandoned in the years since the Calamity."
2162770,The Dreaming Dragon,"What appears to be an island floating amidst the icy waters of Ashpool is said to have once been a living, breathing dragon─magicked into slumber by the Holy See until ash enveloped its body and its limbs turned nigh unto stone."
2162771,The Dusk Vigil,"The Calamity was not kind to this once-proud watchtower, from which Ser Yuhelmeric and the brave knights of House Durendaire once stood watch against the encroaching Horde. Since the walls fell and the chill took hold, it has come to be inhabited by all manner of fell beasts, and gods only know what else."
2162772,Gorgagne Mills,"Ser Gorgagne was a proud knight and bannerman of House Durendaire, until the fateful day when the heir of that house vanished from sight while under his care, never to be seen again. Devastated by the loss of the boy and his own failing, he put aside his blade and built this farm, where he quietly lived out the rest of his days."
2162773,Hemlock,"Once a bustling village and home to the woodcutters who plied their trade in the western highlands of Coerthas, this settlement─named for the large evergreens unique to the area─was abandoned when the chill came, and remains a ghost town to this day."
2162774,The Bed of Bones,"It remains to be confirmed whether, as the tales say, yetis prefer to slumber atop makeshift bedding fashioned from the remains of their victims─in large part because prominent naturalists have been reluctant to do the fieldwork necessary to corroborate this claim. "
2162775,Loth ast Gnath,"Built from a highly viscous blend of Dravanian clay and saliva, the nests of the Gnath are surprisingly stable, able to withstand the harsh elements of the Dravanian forelands. The smoke that rises from the mound-like structures is believed to be a sort of incense with a scent that, for reasons unknown, keeps would-be dragon invaders at bay."
2162776,Anyx Minor,"The shattered ruins of a once-proud city. The official stance of the Holy See is that it was a settlement of heretics, razed to the ground by Halone in an act of divine retribution, though scholars disagree on the historical accuracy of this interpretation."
2162777,Anyx Trine,"Three towers unique in that they appear to have been built to house both man and dragon, an architectural oddity which would seem to corroborate the Holy See's position that they were erected by heretic witches for themselves and their dragon consorts."
2162778,The Hundred Throes,"The rushing river has all but swallowed these ancient ruins at the base of Sohm Al, which now serve as a nest to all manner of beastkin who find sustenance in its waters, and the dragons who find sustenance in said beastkin."
2162779,Halo,"This ancient altar sits in the fiery depths of Mourn. Once adorned by statues depicting a girl and a dragon, only the latter has survived to the present age. Lift your eyes above the structure, and the base of the floating peak of Sohm Al can be seen."
2162780,Tailfeather,"Founded by hunters who came to the frontiers in hopes of snaring the wild chocobos of the forest, this settlement and those who call it home are shielded from the eyes of the dragons by the canopy of the majestic caelumtrees that rise high above it."
2162781,Sohm Al,"Of all the mighty peaks that comprise Abalathia's Spine, none rise higher than Sohm Al, the highest point in all Eorzea. It is held as a sacred land by the dragons, who are said to journey here when they feel their life slipping away. Formed not of stone but solid crystal, the massive mountain floating above the ground below is a marvelous sight to behold."
2162782,Moghome,"A settlement that sits curiously atop Sohm Al, the tallest peak in Eorzea, in the heart of the dragons' demesne. What pact might the moogles have made with the great wyrm Hraesvelgr to allow them to live here in peace?"
2162783,The Aery,"Vicious aetheric storms rage in Nidhogg's lair, keeping out all those who would dare disturb the great wyrm in his slumber─be it one of years or centuries."
2162784,Tharl Oom Khash,"An ancient structure half-consumed by crystal, its name means “crystal from remorse” in the tongue of dragons. From the sheer mass of crystallization, it has been posited that an entity possessed of aetheric power to rival the seven great wyrms laid down its life here..."
2162785,Zenith,"A majestic fortress in Hraesvelgr's domain, watched over at the great wyrm's behest by the moogles who make their home in the Churning Mists. Though the years─a thousand of them─have taken their toll, it still stands proud and strong, stirring the hearts of all who lay eyes upon it."
2162786,The Lost Landlord,"This colossus stands on an island in Greensward. Its name was bestowed by the moogles, who believe it to be a statue of the “king of the land-dwellers,” though no records remain that could shed light on the identity of this individual, and whether or not he ever truly walked the realm."
2162787,The House of Letters,"The thousand-year-old ruins of a tower said to have been built by the hand of man and dragon in the days before the war. Even now, as it lies crumbling in ruin, one can still make out the letters engraved in its walls, which have led the moogles to give it the name by which it is now commonly known."
2162788,The Rookery,"As the moogles tell it, the place known as the Rookery was once a bustling skyport where wayfarers came and went on the backs of trained wyverns. These days, the buildings remain, but the only dragons in sight are the vicious minions of Nidhogg."
2162789,Camp Cloudtop,"An outpost manned by the Rose Knights of House Haillenarte, who stand watch against Dravanian incursions from atop the floating islets in the sky. Boasts the <hex:021A020203>Protector<hex:021A020103>, a mighty airship that would avail the Ishgardians greatly in their battle against the Horde were it ever repaired to full strength."
2162790,The Nidifice,"A nest of great migratory birds that travel with the seasons from the Near East to Eorzea and back again in search of warmer climes. It is here that they lay their eggs, raise their young, and teach them to take to the skies before making the journey anew."
2162791,Voor Sian Siran,"A spring formed from moisture in the atmosphere accumulated and solidified by the power of water crystals. It is said that the knight who first discovered these ethereal waters shared the story with a wandering minstrel, who declared it to be the legendary paradise of Voor Sian Siran. However, this claim has been met with some skepticism, given the minstrel's penchant for embellishment."
2162792,Mok Oogl Island,"An island whose name, in the tongue of the Vanu Vanu, translates to “a noise heard on high.” On the island stands a monument engraved with a mark of moogle design, but no sign of the creatures themselves, leaving its origins clouded in mystery."
2162793,Hall of the Fallen Plume,"Among the most sacred locations of the Vanu Vanu, this is said to be the spot where a single feather from Bismarck, ruler of the clouds, fell to the surface. In recent years, the elder of the violent Vundu tribe has claimed it as his seat of power, from which he rules with an iron claw."
2162794,Ok' Vundu Vana,"Roughly translating as “high home of the Vundu,” this village is home to the Vanu Vanu's aggressive Vundu tribe. Exceedingly proud, the Vundu believe that the voices of those who live highest in the skies will be heard loud and clear by the ruler of the clouds."
2162795,Hengr's Crucible,"This oddly shaped isle, floating in the eastern reaches of the Sea of Clouds, is named for the witch Hengr, a figure of Coerthan faerie tales whose cauldron its shape is said to resemble. In recent years, it has become a gathering place for the notoriously territorial toco tocos."
2162796,The Arkhitekton,"Once home to Sharlayan masters who fashioned aetherytes within its halls, this workshop is now home to the Illuminati, a nasty band of goblins who would wield the ancient technologies within for their own nefarious ends."
2162797,The Answering Quarter,"This Sharlayan settlement stretches across the western banks of the Thaliak. Home to Saint Mocianne's Arboretum and a center for education and scholarly pursuits, it hearkens back to the cities of learning that flourished in bygone times."
2162798,The Cenotaph,"A towering monolith erected in tribute to the great scholars who have passed on, leaving behind the knowledge that has shaped the realm. The names of countless men of learning are etched in the mighty stone, along with the motto of Sharlayan: “Knowledge Seeks No Man.”"
2162799,The Tipped Ewer,"The spot where the melted snows of Abalathia's Spine flow emerge from their source to descend down the mountain, forming the countless tributaries that come together as the mighty Thaliak River. The name is said to come from the deity whose name the river bears and the magicked pitcher from which poured the waters of knowledge."
