58,set of Nezha barding,sets of Nezha barding,Nezha Barding
59,set of Shinryu barding,sets of Shinryu barding,Shinryu Barding
60,set of Ixion barding,sets of Ixion barding,Ixion Barding
61,set of red mage barding,sets of red mage barding,Red Mage Barding
62,set of Byakko barding,sets of Byakko barding,Byakko Barding
63,chocobo raincoat,chocobo raincoats,Chocobo Raincoat
64,set of lunar barding,sets of lunar barding,Lunar Barding
65,set of Suzaku barding,sets of Suzaku barding,Suzaku Barding
66,set of samurai barding,sets of samurai barding,Samurai Barding
67,set of Seiryu barding,sets of Seiryu barding,Seiryu Barding
68,set of Yojimbo barding,sets of Yojimbo barding,Yojimbo Barding
69,set of Titania barding,sets of Titania barding,Titania Barding
70,set of Innocence barding,sets of Innocence barding,Innocence Barding
71,set of dancer barding,sets of dancer barding,Dancer Barding
72,set of deepshadow barding,sets of deepshadow barding,Deepshadow Barding
73,set of Hades barding,sets of Hades barding,Hades Barding
74,set of saintly barding,sets of saintly barding,Saintly Barding
75,set of Ruby barding,sets of Ruby barding,Ruby Barding
76,set of machinist barding,sets of machinist barding,Machinist Barding
77,set of True Barding of Light,sets of True Barding of Light,True Barding of Light
78,set of Emerald barding,sets of Emerald barding,Emerald Barding
79,set of queen's guard barding,sets of queen's guard barding,Queen's Guard Barding
80,set of Bozjan barding,sets of Bozjan barding,Bozjan Barding
81,set of Diamond barding,sets of Diamond barding,Diamond Barding
82,set of barding of eternal Darkness,sets of barding of eternal Darkness,Barding of Eternal Darkness
83,set of barding of divine Light,sets of barding of divine Light,Barding of Divine Light
84,set of postmoogle barding,sets of postmoogle barding,Postmoogle Barding
85,set of Thavnairian barding,sets of Thavnairian barding,Thavnairian Barding
86,set of bluefeather barding,sets of bluefeather barding,Bluefeather Barding
87,set of wolf barding,sets of wolf barding,Wolf Barding
88,set of windswept barding,sets of windswept barding,Windswept Barding
89,set of isle pioneer's barding,sets of isle pioneer's barding,Isle Pioneer's Barding
90,set of flamecloaked barding,sets of flamecloaked barding,Flamecloaked Barding
91,set of Allagan barding,sets of Allagan barding,Allagan Barding
92,set of voidcast barding,sets of voidcast barding,Voidcast Barding
93,set of felicitous barding,sets of felicitous barding,Felicitous Barding
94,set of abyssal barding,sets of abyssal barding,Abyssal Barding
95,set of wayfarer's barding,sets of wayfarer's barding,Wayfarer's Barding
96,set of Turali barding,sets of Turali barding,Turali Barding
97,set of Skyruin barding,sets of Skyruin barding,Skyruin Barding
98,set of electrope barding,sets of electrope barding,Electrope Barding
99,set of wild ride barding,sets of wild ride barding,Wild Ride Barding
100,set of eternal barding,sets of eternal barding,Eternal Barding
101,set of Starlight Stalls barding,sets of Starlight Stalls barding,Starlight Stalls Barding
102,,,
103,,,
