key,1
109,May your wounds<hex:02100103>be healed.
110,"Thank ye, milady!"
111,"Why, that's terrible!"
112,Coeurls came and<hex:02100103>ate all our chicks!
113,"Ten onzes of flour,<hex:02100103>four dragon peppers..."
114,"As are your<hex:02100103>eyes, my love."
115,The mead here<hex:02100103>is simply divine.
116,"We can still be<hex:02100103>friends, can't we?"
117,I...er...suppose...so...
118,<yawn>
119,I say banish each<hex:02100103>and every outsider!
120,The Seedseers say<hex:02100103>we must accept them.
121,Leave me be...
122,Ain't a lady allowed<hex:02100103>a moment's rest?
123,"All in good time,<hex:02100103>my friends."
124,We met our end of<hex:02100103>the bargain!
125,You have your gil.<hex:02100103>Now where is it?
126,Fish! Have you<hex:02100103>lost your wits!?
127,Think of all the fish<hex:02100103>this could carry!
128,Wench! We need<hex:02100103>another round!
129,I could fit my<hex:02100103>whole family in that!
130,What we <hex:021A020203>need<hex:021A020103><hex:02100103>is another wench.
131,La lala la la!♪
132,"Won't no one et ye<hex:02100103>on <hex:021A020203>my<hex:021A020103> watch, dear."
133,Must...be...careful...<hex:02100103>not...to... Ouch!
134,The beans! I cannot rid<hex:02100103>my clothes of this stench!
135,Everything seems<hex:02100103>in order today.
136,What beautiful<hex:02100103>craftsmanship!
137,Eh.<hex:02100103>I've seen better.
138,I cannot sleep a wink<hex:02100103>with that snoring!
139,<snore>
140,I cannot steady<hex:02100103>my hands!
141,A tad higher... Or<hex:02100103>perhaps a tad lower?
142,Relax... And do not<hex:02100103>forget to breathe.
143,Wife tells me I'm<hex:02100103>the best she's had.
144,Funny. She tells me<hex:02100103>the same. Gahaha!
145,Haven't we trained<hex:02100103>enough for the day?
146,<pant> <pant>
147,You think the enemy<hex:02100103>will allow you rest!?
148,"Yes, sir!"
149,"Yes, sir!"
150,"Yes, ma'am!<hex:02100103>Ah! Sir!"
151,You lot couldn't hit<hex:02100103>the side of that log!
152,Is there naught you<hex:02100103>can do to help!?
153,Kweeeh!
154,A hundred more until<hex:02100103>you have it right!
155,That thrust won't<hex:02100103>pierce the feathers<hex:02100103>on an Ixal's arse!
156,My dearest<hex:02100103>Pauline... Zzz......
157,"It's them chigoes,<hex:02100103>I tell you!"
158,What would you<hex:02100103>have me do then?
159,Kweh!
160,Then we agree<hex:02100103>to disagree.
161,"There, there."
162,Another bell and<hex:02100103>we'll be in Gridania!
163,And then<hex:02100103>we'll be rich!
164,That's if we make<hex:02100103>it in one piece...
165,That's what you<hex:02100103>said <hex:021A020203>last<hex:021A020103> night.
166,Ugh... I've had my<hex:02100103>last mead. I swear it.
167,The spirits will<hex:02100103>never allow it!
168,Then we shall meet<hex:02100103>the same fate...
169,"Tread lightly, outsider.<hex:02100103>I am watching you."
170,Gods! What is that<hex:02100103>approaching!?
171,Join us in purging<hex:02100103>the land of evil?
172,I think I found us<hex:02100103>the perfect job!
173,Don't tell me...<hex:02100103>Squirrels again?
174,I care not one whit for<hex:02100103>your rules! I demand a room!
175,"Coming right up, love!"
176,The tallest mug of<hex:02100103>your strongest ale!
177,"Half a bell of rest, then<hex:02100103>it's back to the barracks."
178,But I just sat down!
179,Ask an adamantoise.<hex:02100103>I have none to spare.
180,Just one egg is all I ask!
181,"Uh, Lady Heinana,<hex:02100103>were we not in a hurry?"
182,If there were only a way<hex:02100103>to get them on their backs.
183,I will inquire with<hex:02100103>the Fane about a<hex:02100103>spell of levitation.
184,One can never be too<hex:02100103>careful around tortoises.
185,Please. I can cut no more!
186,Very good. But what<hex:02100103>of the delivery's status?
187,Ixal were sighted<hex:02100103>near Eugenia's Spire.
188,You'd best let<hex:02100103>your patrons know.
189,Master...
190,The fortress to the<hex:02100103>north!? Are you mad?
191,We won't <hex:021A020203>enter<hex:021A020103> it;<hex:02100103>merely have a look.
192,Can't a man sleep off<hex:02100103>his mead in peace?
193,"Oh! I'm sorry, love. Were<hex:02100103>you saying something?"
194,"I'll...uh, have some water."
195,"Our specials today are<hex:02100103>eel, eft, snail, and toad."
196,And I saw this <hex:021A020203>outsider<hex:021A020103><hex:02100103>make off with the purse.
197,But that isn't true!<hex:02100103>You must believe me!
198,"Not two hours out of<hex:02100103>Gridania, and look at you!"
199,"Sir, I'm ready for another<hex:02100103>twenty malms, sir!"
200,I had to chase a few of<hex:02100103>the monsters away earlier.
201,These beans are covered<hex:02100103>in opo-opo droppings!
202,You won't believe what<hex:02100103>I have planned for today.
203,<sigh><hex:02100103>Here we go again.
204,"Wait, let me guess.<hex:02100103>Another trip to the ruins?"
205,Damned vandals!<hex:02100103>I'll never get this off!
206,Nothin' like a warm ale<hex:02100103>after a day of maimin'!
207,See? I thought we<hex:02100103>was 'ere to drink!
208,"You wouldn't last<hex:02100103>thirty heartbeats, dog."
209,"Decisions, decisions..."
210,"Come, fight me on the<hex:02100103>bloodsands like a man."
211,"Cut the ropes to the<hex:02100103>bridge, send the beast<hex:02100103>plummeting, save the<hex:02100103>princess."
212,Sounds simple enough.<hex:02100103>What's in it for us?
213,"Lookin' to borrow<hex:02100103>some coin, maybe?"
214,If only my<hex:02100103>shift would end...
215,"And what, exactly,<hex:02100103>does action smell like?"
216,You ready yet?
217,Just let me get a<hex:02100103>good handle on her.
218,"I'll get it right<hex:02100103>next time, I swear!"
219,Left! Right!<hex:02100103>Keep moving!
220,Drawer 473.
221,This is hardly<hex:02100103>what I'd call fair!
222,I have an idea for a<hex:02100103>two-wheeled cart you<hex:02100103>pedal with your legs.
223,"One day, it'll be my<hex:02100103>likeness on that wall!"
224,Why wouldn't you<hex:02100103>just ride a chocobo?
225,That last shipment<hex:02100103>was full of impurities.
226,"Took down three<hex:02100103>opponents today, I did."
227,And not a single<hex:02100103>scratch? Incredible!
228,How would you like to<hex:02100103>take down one more...?
229,"Calamities...<hex:02100103>Cataclysms...<hex:02100103>Ah, yes, catastrophes!"
230,Kneel before Thal and<hex:02100103>pray for safe passage<hex:02100103>into the afterlife.
231,May the next life bring<hex:02100103>me happiness...and gil.
232,Money is no object.
233,We wish to secure our<hex:02100103>place in Thal's realm.
234,Will you lodge a com-<hex:02100103>plaint with the guild?
235,Kweh!
236,Now let's see if we<hex:02100103>can't get you cleaned up.
237,Today's matches are set!
238,Thrill awaits you<hex:02100103>on the bloodsands!
239,Georg Galleongut!<hex:02100103>He's my favorite!
240,One misstep and it's to<hex:02100103>Stonesthrow with you!
241,"In half a bell, she'll take<hex:02100103>her break, and then I'll─"
242,Your wife will<hex:02100103>simply adore this!
243,I'll take a sack<hex:02100103>of sunset wheat.
244,Making some bread<hex:02100103>today? Or maybe ale?
245,Not if she learns<hex:02100103>how much it costs...
246,There is nothing more<hex:02100103>beautiful than a woman<hex:02100103>with diamonds in her<hex:02100103>eyes <hex:021A020203>and<hex:021A020103> on her hands!
247,I've the finest gems<hex:02100103>in all this fine town!
248,Now watch<hex:02100103>and be amazed!
249,Look at her go!
250,I could do better...
251,I fell for a man<hex:02100103>with no gil in his hand.♪
252,"Now, how do I get me<hex:02100103>one of those tails...?"
253,And I only need dine<hex:02100103>with him at his estate!
254,He'll truly buy you<hex:02100103>any necklace you want?
255,"Hey, you! Over here!"
256,I just couldn't decide<hex:02100103>between the red or the<hex:02100103>blue...so I bought both!
257,"For him, 200,000 gil! But<hex:02100103>for you, my friend, only 25!"
258,"Any time now, dearest!"
259,So which one did<hex:02100103>you end up choosing?
260,I simply <hex:021A020203>must<hex:021A020103><hex:02100103>have this vase!
261,Now where did I<hex:02100103>put my lunch?
262,You will watch your<hex:02100103>tongue whilst in the<hex:02100103>Royal Promenade.
263,Lord Lolorito is naught<hex:02100103>but a dirty old pinchgil!
264,A Fifth Astral Era<hex:02100103>copy of the <hex:021A020203>Enchiridion<hex:021A020103>!
265,Lower your voice! One<hex:02100103>of his birds might hear!
266,You won't find another<hex:02100103>outside the Holy See.
267,But your children<hex:02100103>need their mother!
268,They say it was the<hex:02100103>Flame General who<hex:02100103>slew the mighty dragon.
269,He is a hero<hex:02100103>amongst heroes.
270,"You have excellent<hex:02100103>taste, madam!"
271,"Why, thank you!"
272,Will this take<hex:02100103>very much longer?
273,"We carry any weapon<hex:02100103>you can imagine, and<hex:02100103>more that you can't!"
274,Custom embroidery<hex:02100103>on all purchases!
275,One size fits all or<hex:02100103>half your money back!
276,What if we increased<hex:02100103>it to four tarantulas?
277,By the gods! That<hex:02100103>would kill an aurochs!
278,I see! Two eyes of newt<hex:02100103>and <hex:021A020203>three<hex:021A020103> toes of frog!
279,"You aren't my replace-<hex:02100103>ment, are you? Damn..."
280,"Don't ever turn your<hex:02100103>back on a beastie, hear?"
281,"Yes, but we must first<hex:02100103>remove the stagnation."
282,I wouldn't put<hex:02100103>it past this lot.
283,The city's alive<hex:02100103>once again!
284,All hail the sultana!
285,And I said no!
286,I want another<hex:02100103>honey cake!
287,"You don't think some-<hex:02100103>one stole it, do you?"
288,  ...
289,Plaza secure!
290,"Where do you<hex:02100103>want these, ma'am?"
291,"Start any trouble, and<hex:02100103>I'll see you rot in the<hex:02100103>oubliettes for eternity."
292,"If it's gil you want,<hex:02100103>come stick your hands<hex:02100103>in me pockets!"
293,"Shake it, ladies!"
294,"Shall we be going, then?"
295,As you command.
296,"A thousand apologies, sir."
297,You watch yourself now!
298,BlOoD! MaImInG! FuN<hex:02100103>fOr YoUnG☆aNd☆OlD!
299,Just toss it with<hex:02100103>the rest of the rubbish.
300,I kill you and<hex:02100103>make you die!
301,If I don't die of<hex:02100103>laughter first!
302,Don't you go bringing<hex:02100103>any of that rabble in here.
303,It's best you keep<hex:02100103>one eye on your purse.
304,A hundred gil<hex:02100103>on the Hellsguard!
305,未使用：荒：会話00104
306,Ahahahaha!
307,You damn near pulled<hex:02100103>me arm straight out of<hex:02100103>its socket!
308,Mwahahaha!
309,Mwaha!
310,Do not take your<hex:02100103>eyes off your victim!
311,There is but one thing<hex:02100103>you must remember<hex:02100103>when channeling the dark!
312,This'll teach that<hex:02100103>whoreson to cozen me!
313,I could have sworn I<hex:02100103>set my rod down here.
314,I heard they're plotting<hex:02100103>an attempt on the<hex:02100103>sultana's life!
315,What thaumaturgy<hex:02100103>destroys...
316,...thaumaturgy creates!
317,They'll never know<hex:02100103>what hit them! Tee hee!
318,I'll cast the Fire spell<hex:02100103>once they've retired<hex:02100103>to their chambers!
319,Hyah! Hyah! Hyah!
320,Removing the hunt from<hex:02100103>battle... How brutish.
321,But I followed the<hex:02100103>designs to the letter...
322,Ain't naught fer ye here<hex:02100103>but a knife in the gut.
323,No. None of these will<hex:02100103>do. They're all too old.
324,早く行きましょう…
325,Alms for the poor!
326,"Please, <hex:020813E905FF07>milady<hex:FF07>milord<hex:03>.<hex:02100103>I cannot even walk."
327,"Distant worlds together,<hex:02100103>miracles from realms<hex:02100103>beyond...♪"
328,"One, and two, and<hex:02100103>three, and four, and..."
329,What <hex:021A020203>ever<hex:021A020103> are<hex:02100103>you implying!?
330,Might it feel tight<hex:02100103>around the middle?
331,I had it embroidered<hex:02100103>with Thavnairian silk.
332,"Oh, how wonderful!"
333,"The Weavers' Guild is<hex:02100103>this way, <hex:02080FE905FF06>ma'am<hex:FF04>sir<hex:03>."
334,You 'old your drink<hex:02100103>'bout as good as a Lala.
335,Did I...win...?
336,Won't know what I'm<hex:02100103>lookin' for till I find it.
337,Do you even know<hex:02100103>what we're looking for?
338,"I's a sack o' coin with<hex:02100103>yer name on it, love."
339,Jusslemme die<hex:02100103>herein peece... Ulp!
340,What about gold chains?
341,"I'll never finish<hex:02100103>this, will I?"
342,Would you mind<hex:02100103>stepping back?
343,WeLcOmmmm★※～
344,Keep your shields up!<hex:02100103>Again!
345,This is the entrance<hex:02100103>to the hypogeum.
346,I should have joined<hex:02100103>the Weavers' Guild...
347,Did you even<hex:02100103><hex:021A020203>try<hex:021A020103> to hit him!?
348,"We have seats so close,<hex:02100103>you can smell the action!"
349,So this is the world-<hex:02100103>famous Coliseum...
350,"Bubble, bubble, toil<hex:02100103>and...and...and bubble?"
351,"Omit even one of the<hex:02100103>ingredients, and the<hex:02100103>results would be fatal."
352,But there must<hex:02100103>be a way! There must!
353,"No manner of alchemy<hex:02100103>can bring her back, Father."
354,"When, exactly, did<hex:02100103>these episodes begin?"
355,It's my son. He's been<hex:02100103>having terrible night fits.
356,You're surely not<hex:02100103>serious...are you!?
357,"If I cannot talk my way<hex:02100103>into his heart, I'll poison<hex:02100103>my way into it!"
358,What was it we were<hex:02100103>searching for again?
359,What business would<hex:02100103>Her Grace have<hex:02100103>with the likes of you?
360,"If you ask me, I say<hex:02100103>to the hells with them!"
361,"Might ye spare a poor<hex:02100103>man some coin, <hex:02080EE905FF05>miss<hex:FF04>sir<hex:03>?"
362,What ever do you have<hex:02100103>in that pot? It smells<hex:02100103>absolutely heavenly!
363,ざまぁみろ！
364,あ？　お前はすっこんでろ！
365,テメーは関係ねぇんだよ
366,未使用
367,ハッ、隊長殿！
368,I hear ore yields have<hex:02100103>increased twofold...but<hex:02100103>so have miner deaths.
369,Times are harsh.<hex:02100103>A man'll work twenty<hex:02100103>bells straight if it<hex:02100103>means food in his belly.
370,Perhaps. If they had<hex:02100103>a little more <hex:021A020203>incentive<hex:021A020103>.
371,未使用
372,Can your men not<hex:02100103>move any faster?
373,未使用
374,Was it the markets? Or<hex:02100103>the Goldsmiths' Guild?<hex:02100103>Or maybe Vesper Bay?
375,7...8...9... Thal's balls!<hex:02100103>It must be those<hex:02100103>damn rat-thieves again!
376,未使用
377,Another adventurer?<hex:02100103>You may pass.
378,未使用
379,I wonder if they'd<hex:02100103>notice if I slipped one<hex:02100103>of these under my tunic.
380,Enemies on the<hex:02100103>western front!
381,"Drink up, my dears!"
382,And so I sliced it off<hex:02100103>and tossed it in the lake!
383,All's clear on<hex:02100103>the western front.
384,"Jussone more cupp,<hex:02100103>littlemann! Hic!"
385,Get off your drunken<hex:02100103>arse and make ready!
386,"What do you say,<hex:02100103>friend? Ten gil a pull!"
387,"Some of Stonesthrow's<hex:02100103>extra-special stew, sir!"
388,"If it needs killin', I'm yer<hex:02100103>man. Fer a price, that is."
389,You got any work? I'm<hex:02100103>quite handy with an axe.
390,Just leave me be...
391,Heh heh. He won't<hex:02100103>be needin' this.
392,未使用
393,Zzz......
394,So...hungry...
395,I <hex:021A020203>wasn't<hex:021A020103> asking you...
396,Were there no better<hex:02100103>seats? I can't see a thing!
397,"Hah! You couldn't afford<hex:02100103>me, you poxy-arsed fool."
398,WeLcOmE★tO★tHe<hex:02100103>GoLdSmItHs'★gUiLd!
399,Don't these contrap-<hex:02100103>tions ever blink!?
400,The Hustings Strip<hex:02100103>lies above.
401,What other choice<hex:02100103>do we have?
402,The East Aldenard<hex:02100103>Trading Company!? Never!
403,You must put past<hex:02100103>differences aside.
404,And she ran out of the<hex:02100103>lord's chambers wearing<hex:02100103>naught but her knickers!
405,That new maidservant!?<hex:02100103>No! Truly?
406,I cannot return home.<hex:02100103>Not when I'm so close!
407,Be careful not to over-<hex:02100103>stimulate the reagents!
408,Can we not<hex:02100103>use this water?
409,But it'll cost you!
410,Might be we<hex:02100103>could find you one...
411,I'm looking to buy a<hex:02100103>ruby...a <hex:021A020203>large<hex:021A020103> ruby.
412,It's your turn to<hex:02100103>make the rounds!
413,Twelve be good! No<hex:02100103>man deserves <hex:021A020203>that<hex:021A020103> fate.
414,This ale reeks of rat!
415,Why don't we wait out<hex:02100103>here a moment longer?
416,"Have mercy, <hex:020813E905FF07>milady<hex:FF07>milord<hex:03>.<hex:02100103>Some somnus's all I ask."
417,<cough> <cough>
418,"Have a look, good <hex:02080EE905FF05>lady<hex:FF04>sir<hex:03>!<hex:02100103>You won't regret it!"
419,"Twenty gil, and I'll<hex:02100103>do whatever you want."
420,未使用
421,And be some fat<hex:02100103>merchant's slave?<hex:02100103>I'd rather starve!
422,I hear patrons pay good<hex:02100103>coin for live-in maids.
423,未使用
424,"Mind the tracks, lest<hex:02100103>you be crushed by the<hex:02100103>iron beast."
425,Where'd you want this<hex:02100103>again? I haven't all day.
426,Please! My son...he<hex:02100103>hasn't eaten in two days.
427,未使用
428,"Tessme s'pply reggarly<hex:02100103>t'ssure quality, I do. Hic!"
429,Me thigh muscles are<hex:02100103>right sore. How 'bout<hex:02100103>ye help loosen 'em up?
430,We've everything you<hex:02100103>didn't think you needed!
431,"Hm? Can I, uh, interest<hex:02100103>you in a... Oh, never mind..."
432,未使用
433,How about I help loosen<hex:02100103>them teeth from that<hex:02100103>filthy gob o' yours?
434,Welcome to Ul'dah.<hex:02100103>I hope you brought a<hex:02100103>fat purse.
435,"Don't try anything, or I'll<hex:02100103>skin ye and throw the<hex:02100103>rest in our cookpots."
436,<grunt>
437,"Botch the synthesis<hex:02100103>again, did you?"
438,Is it skins you seek?<hex:02100103>Or perhaps silks?
439,Four found dead on<hex:02100103>Pearl Lane! Accident or<hex:02100103>foul play!? Read it here!
440,"I told you, I'm<hex:02100103><hex:021A020203>not<hex:021A020103> your mummy!"
441,"Mummy, I'm tired!"
442,This heat is unbearable!
443,Bring me your best<hex:02100103>bottle of sour red!
444,And a man cannot<hex:02100103>work with his throat dry.
445,What'd I ever do to get<hex:02100103>stuck with slag duty?
446,Got caught fondlin' the<hex:02100103>foreman's daughter is<hex:02100103>what you did.
447,未使用
448,Seven hells! You think<hex:02100103>the boys could've filled<hex:02100103>this crate any fuller!?
449,"Yes, but what of its<hex:02100103>purity? I won't be had twice."
450,'Tis the largest chunk of<hex:02100103>silver ore you've seen.
451,(If you call river water<hex:02100103>and rat pelts “stew.”)
452,未使用：荒：会話00251
453,未使用
454,And I took off its head<hex:02100103>with one fell swing!
455,Hahaha! I'd hate<hex:02100103>to be that squirrel.
456,未使用
457,My turn!?<hex:02100103>I just got back!
458,未使用
459,"Only 5,000 more and<hex:02100103>you'll break my record!"
460,I ain't been so hungry<hex:02100103>since...since yesterday!
461,未使用
462,"Die, fiery fiend!"
463,If only all your victims<hex:02100103>were this...stationary.
464,"I came as quickly<hex:02100103>as I could, sir!"
465,"I don't pay you to rest,<hex:02100103>boy! Back on your feet!"
466,I hear there's good coin<hex:02100103>to be made selling relics<hex:02100103>from the Footfalls.
467,But they say that<hex:02100103>place is cursed!
468,"If you don't know where<hex:02100103>you are, you shouldn't<hex:02100103>be here, traveler."
469,Move along.
470,I say we go east!
471,I say we go west!
472,未使用
473,"Stand clear of the gate,<hex:02100103>or you'll find yourself<hex:02100103>under a chocobo's talons."
474,"One day, Ul'dah.<hex:02100103>One day."
475,"Follow the Sunway<hex:02100103>south to the Silver<hex:02100103>Bazaar, north to Horizon."
476,Everything must go!
477,"Four coffers, each<hex:02100103>containing 63 ponzes<hex:02100103>of ore... Carry the one..."
478,"Don't happen to have<hex:02100103>a hot pie on you, do you?"
479,The Royal Sunway<hex:02100103>is clear!
480,未使用480
481,未使用481
482,未使用482
483,I do not recall ordering<hex:02100103>this many Lalafellin lentils!
484,Prices won't be this<hex:02100103>low again until the<hex:02100103>Eighth Astral Era!
485,ホントかよ？
486,未使用486
487,未使用487
488,今です！　今出ました！　
489,未使用489
490,I shouldn't have had that<hex:02100103>sixth bottle of sour red!
491,All appears to be in order.
492,未使用492
493,未使用493
494,I spied the old miller<hex:02100103>taking down his tent.
495,He'll be the third to<hex:02100103>leave in as many days!
496,Nothin' fer sale here.
497,未使用：荒：会話00296
498,…店はやってないぜ
499,未使用：荒：会話00298
500,未使用：荒：会話00299
501,未使用：荒：会話00300
502,"Take me, but<hex:02100103>leave the lunches!"
503,Me gut...
504,<pant> <pant>
505,The docks... You must...<hex:02100103>secure the... <cough>
506,Perhaps this isn't the<hex:02100103>best place to hide...
507,Protect the <hex:021A020203>Victory<hex:021A020103>!
508,P-P-Pirates!
509,They're all yours!
510,"Go on, then! Knock<hex:02100103>some sense into <hex:021A020203>them<hex:021A020103>!"
511,Enough is never enough.
512,未使用：海：会話00011
513,未使用：海：会話00012
514,未使用：海：会話00013
515,"See that it<hex:02100103>gets done, then."
516,未使用：海：会話00015
517,未使用：海：会話00016
518,未使用：海：会話00017
519,Ye try spittin' that bilge<hex:02100103>before the guildmaster.
520,未使用：海：会話00019
521,"Come summer, I'll be<hex:02100103>runnin' these here docks."
522,You chose the<hex:02100103>right man for the job!
523,未使用：海：会話00022
524,未使用：海：会話00023
525,未使用：海：会話00024
526,未使用：海：会話00025
527,That'll be a holt's worth<hex:02100103>of lumber down there.
528,未使用：海：会話00027
529,未使用：海：会話00028
530,Take care to stand<hex:02100103>clear of the edge.
531,未使用：海：会話00030
532,未使用：海：会話00031
533,未使用：海：会話00032
534,未使用：海：会話00033
535,"Ah, the smell of the sea!"
536,"Perhaps if you stopped<hex:02100103>yapping and helped me<hex:02100103>look, we'd find the man."
537,Lookin' for work? The<hex:02100103>offices are further down.
538,未使用：海：会話00037
539,Now <hex:021A020203>that's<hex:021A020103> a<hex:02100103>thing of beauty.
540,And what would you<hex:02100103>know about beauty?
541,未使用：海：会話00040
542,未使用：海：会話00041
543,未使用：海：会話00042
544,未使用：海：会話00043
545,A few more days in the<hex:02100103>sun and they'll be ready.
546,Blasted rats!
547,"Been nibblin' on yer<hex:02100103>arse again, have they?"
548,未使用：海：会話00047
549,"Oi! Where'd you<hex:02100103>want these nails, lads?"
550,Then ye'll jus' 'ave to<hex:02100103>knock some into 'im!
551,That new hand hasn't<hex:02100103>a single wit about him!
552,"Aye aye, Yer Highness."
553,Take them sacks to<hex:02100103>the storehouse. And<hex:02100103>stop starin' at me arse.
554,Get your fresh fruit!<hex:02100103>Keep the scurvy at bay!
555,Come and have a<hex:02100103>taste of Aleport's finest!
556,It'll grow back eventually.
557,The flames gone singed<hex:02100103>every last hair on me head!
558,Ye'd reckon thirty crates<hex:02100103>o' tar'd be more 'an enough.
559,Where in the seven<hex:02100103>hells is my damn ship!?
560,Shut yer gob and<hex:02100103>move that arse.
561,未使用：海：会話00060
562,未使用：海：会話00061
563,Someone should tell<hex:02100103>that poor Sea Wolf.
564,The Drydocks are<hex:02100103>closed for repairs today.
565,I'm tired of repairin'<hex:02100103>leaky galleys all day.
566,Aye! When do we start<hex:02100103>workin' on the <hex:021A020203>Victory<hex:021A020103>?
567,Don't let Mimidoa<hex:02100103>hear you say that!
568,未使用：海：会話00067
569,未使用：海：会話00068
570,未使用：海：会話00069
571,未使用：海：会話00070
572,I have me a son.<hex:02100103>Isaac's his name.
573,"I swear if he<hex:02100103>touches me again,<hex:02100103>I'll cut off his hand!"
574,That's not all what<hex:02100103>deserves a cuttin'!
575,The damn<hex:02100103>bastard's late again.
576,"Or, just early for<hex:02100103>the morrow's work."
577,What ye <hex:021A020203>needs<hex:021A020103> is<hex:02100103>to lay off the ale.
578,I needs me a ship so<hex:02100103>I might see the world.
579,未使用：海：会話00078
580,未使用：海：会話00079
581,未使用：海：会話00080
582,Sure it wasn't just<hex:02100103>your reflection?
583,Ahahahaha!
584,I saw a Sahagin right<hex:02100103>over there. I swear it!
585,未使用：海：会話00084
586,I suppose this'll<hex:02100103>have to do for now.
587,未使用：海：会話00086
588,未使用：海：会話00087
589,未使用：海：会話00088
590,未使用：海：会話00089
591,未使用：海：会話00090
592,未使用：海：会話00091
593,Out o' me way.
594,未使用：海：会話00093
595,未使用：海：会話00094
596,未使用：海：会話00095
597,未使用：海：会話00096
598,未使用：海：会話00097
