key,10,11
131195,,Leave Fortemps Manor?
131196,,Leave the proving grounds?
131197,,Travel to Ishgard?
131198,,Travel to Ishgard?
131199,,Climb Sohm Al to the Churning Mists?
131200,,Descend Sohm Al to the Dravanian forelands?
131201,,Enter Matoya's Cave?
131202,,Leave Matoya's Cave?
131203,,Travel to Ishgard?
131204,,
131205,,Exit room?
131206,,Exit the sacrificial chamber?
131207,,Move to the Alpha Quadrant?
131208,,Move to the Beta Quadrant?
131209,,Move to the Beta Quadrant?
131210,,Move to the Gamma Quadrant?
131211,,Move to the Gamma Quadrant?
131212,,Move to the Delta Quadrant?
131213,,Move to the research facility?
131214,,Leave Articulation?
131215,,Leave the Gordian Knot?
131216,Escape Reality,Climb to the Eighteenth Floor?
131217,Live the Fantasy,Leave the Eighteenth Floor?
131218,,Use a shortcut to travel to the Dravanian hinterlands?
131219,,Leave the Twin Adder Barracks?
131220,,Return to the goodly adventurer?
131221,,Leave Articulation?
131222,,Leave the Midan Knot?
131223,,Fly to the Parrock?
131224,,Return to Coldwind?
131225,,Enter Leofard's chambers?
131226,,Exit Leofard's chambers?
131227,,Exit the airship landing?
131228,,Enter the airship landing?
131229,Purchase Passage to Ishgard,Travel to Ishgard for 150 gil?
131230,Purchase Passage to Ishgard,Travel to Ishgard for 150 gil?
131231,Purchase Passage to Ishgard,Travel to Ishgard for 150 gil?
131232,Purchase Passage to Ul'dah,Travel to Ul'dah for 150 gil?
131233,Purchase Passage to Gridania,Travel to Gridania for 150 gil?
131234,Purchase Passage to Limsa Lominsa,Travel to Limsa Lominsa for 150 gil?
131235,,Travel to Ishgard?
131236,,Exit the Palace of the Dead?
131237,Purchase Passage to Ishgard,Travel to Ishgard for 150 gil?
131238,Seek Passage to the Gold Saucer,Travel to the Gold Saucer?
131239,,Exit Central Control?
131240,Inquire Within,Enter the children's ward?
131241,,Leave the children's ward?
131242,,Leave the Main Generators?
131243,,Leave the Maelstrom Barracks?
131244,,Leave the Flame Barracks?
131245,,
131246,,Exit room?
131247,,Exit Omega Control?
131248,,
131249,,
131250,,Travel to Amarissaix's Spire?
131251,,Travel to Castrum Oriens?
131252,Purchase Passage to Limsa Lominsa,Travel to Limsa Lominsa for 300 gil?
131253,Purchase Passage to Kugane,Travel to Kugane for 300 gil?
131254,,Approach Virdjala?
131255,,Approach Pike Falls?
131256,,Enter the Ala Mhigan Quarter?
131257,,Enter the tunnel?
131258,,Enter the Ala Mhigan Quarter?
131259,,Leave the Ala Mhigan Quarter?
131260,,Exit the Ruby Bazaar offices?
131261,Enter the Ruby Bazaar Offices,Enter the Ruby Bazaar offices?
131262,,Proceed to the airship landing?
131263,,Exit the airship landing?
131264,Enter the House of the Fierce,Enter the House of the Fierce?
131265,,Enter the House of the Fierce?
131266,,Exit the House of the Fierce?
131267,,Enter the Doman Enclave?
131268,,Travel to the Glittering Basin?
131269,,Descend from the Dawn Throne?
131270,,Ascend to the Dawn Throne?
131271,,Travel to Specula Imperatoris?
131272,,Leave Specula Imperatoris?
131273,,Leave the First Altar of Djanan Qhat?
131274,,Travel to Limsa Lominsa?
131275,,Return to the battle-scarred veteran?
131276,,Leave the Royal Menagerie?
131277,,Proceed through the gate?
131278,,Proceed through the gate?
131279,,Leave the Interdimensional Rift?
131280,,Escape the Mordion Gaol?
131281,,Enter the tiring room?
131282,,Return to Kugane?
131283,,Report to the bridge?
131284,,Enter the tiring room?
131285,,Leave the Royal Palace?
131286,,Leave the Resonatorium?
131287,,Move to the Royal Menagerie?
131288,,Leave the Royal Menagerie?
131289,,Leave the Royal Palace?
131290,,Travel to Sakazuki for 30 gil?
131291,,Travel to Onokoro for 30 gil?
131292,,Travel to the Doman Enclave?
131293,,Travel to the Doman Enclave?
131294,,Leave the Kienkan?
131295,Enter Reisen Temple,Enter Reisen Temple?
131296,,Exit to Yanxia?
131297,,Leave Reisen Temple?
131298,,Exit Heaven-on-High?
131299,,Approach Virdjala?
131300,,Report to the bridge?
131301,,Descend from Dhoro Iloh?
131302,,Ascend to Dhoro Iloh?
131303,,Enter the Haunted Manor?
131304,,Leave the Haunted Manor?
131305,,Travel to the Lochs?
131306,,Travel to the Lochs?
131307,,Leave the Howling Eye?
131308,,Enter the tiring room?
131309,,Board the <hex:021A020203>Prima Vista<hex:021A020103>?
131310,,Travel to the Val River source?
131311,,Exit the Ocular?
131312,,Exit room?
131313,,Proceed to the Canopy?
131314,Enter the Buttress,Proceed to the Buttress?
131315,,Enter the Ocular?
131316,Inquire Within,
131317,,Journey into the Empty?
131318,,Return to Amh Araeng?
131319,,Proceed to Eden's core?
131320,,Return to the camp?
131321,,Return to the soft-faced bloke?
131322,,Travel to the Syrcus Trench?
131323,,Travel to north Silvertear?
131324,,Travel to the First?
131325,Return to the Source,Travel to the Source?
131326,,Travel to Kholusia?
131327,,Travel to the Tempest?
131328,,Travel to the Source?
131329,Enter Kholusia,Travel to Kholusia?
131330,,Proceed to Top Rung?
131331,,Proceed to Bottom Rung?
131332,,Travel to the Crystarium?
131333,,Travel to the Tempest?
131334,,Travel to Kholusia?
131335,,Travel to Amh Araeng?
131336,,Travel to the Crystarium?
131337,Enter the Crystarium,Travel to the Crystarium?
131338,,Travel to the Southern Hills of Amber?
131339,,Travel to Twine?
131340,,Descend to the ground floor of Achora Heights?
131341,,Ascend to the top floor of Achora Heights?
131342,Enter the Firmament,Proceed to the Firmament?
131343,,Proceed to the Brume?
131344,,Return to Il Mheg?
131345,,Enter Lyhe Mheg?
131346,,Enter Lyhe Mheg?
131347,,Enter Lyhe Mheg?
131348,,Exit the excavation tunnels?
131349,,Enter the excavation tunnels?
131350,,Enter the Copied Factory?
131351,,Exit the Copied Factory?
131352,,Proceed to zone 1?
131353,,Proceed to zone 4?
131354,,Proceed to zone 2?
131355,Enter the Crystarium,Travel to the Crystarium?
131356,Enter Eulmore,Travel to Eulmore?
131357,,Proceed to zone 5?
131358,,Proceed to zone 4?
131359,,Travel to Gangos?
131360,,Travel to the Doman Enclave?
131361,,Enter the children's ward?
131362,,Leave the children's ward?
131363,,Travel to Kholusia?
131364,,Travel to Gyr Abania?
131365,,Travel to Terncliff?
131366,,Leave Dawn's Respite?
131367,,Enter Dawn's Respite?
131368,,Leave Noesis?
131369,,Enter Noesis?
131370,,Enter the Ocular?
131371,,Enter Anogg's lair?
131372,,Return to the excavation tunnels?
131373,,Enter the Puppets' Bunker?
131374,,Exit to Kholusia?
131375,,
131376,,Travel to the Duergar Mountains?
131377,,
131378,,Leave the tower and travel to the Crystarium?
131379,,Leave the Haunted Manor?
131380,,Enter the Bunker?
131381,,Enter the alien ship?
131382,,Enter the Haunted Manor?
131383,,Enter the children's ward?
131384,,Leave the children's ward?
131385,,Travel to western Thanalan?
131386,,Travel to Saint Roelle's Dais?
131387,,Travel to Gangos?
131388,,Journey into the Empty?
131389,,Enter the Dreamer's Run?
131390,,Leave the Dreamer's Run?
131391,,Travel to Terncliff?
131392,Enter Lemures Headquarters,Proceed to Lemures headquarters?
131393,,Leave Lemures headquarters?
131394,,Leave the strategy room?
131395,Enter Empyreum,
131396,,
131397,,
131398,,
131399,Purchase Passage to Kugane,Travel to Kugane for 300 gil?
131400,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 300 gil?
131401,Enter the Andron,
131402,,Exit room?
131403,,Enter the main hall?
131404,,Leave the main hall?
131405,,Travel to Limsa Lominsa for 300 gil?
131406,,Travel to Old Sharlayan for 300 gil?
131407,,Enter Labyrinthos?
131408,,Return to Old Sharlayan?
131409,,Enter Radz-at-Han?
131410,,Exit to Thavnair?
131411,,Proceed to the Medial Circuit?
131412,,Proceed to the Outer Circuit?
131413,,Proceed to the Central Circuit?
131414,,Proceed to the Medial Circuit?
131415,,Descend to the lower levels?
131416,,Ascend to the main level?
131417,,Journey to Ultima Thule?
131418,,Return to Labyrinthos?
131419,,Enter the Ala Mhigan Quarter?
131420,,Travel to Garlemald?
131421,,Enter Pandæmonium?
131422,,Exit to Elpis?
131423,,Return to the sharp-eyed Radiant?
131424,,Proceed upward?
131425,,Return to the entrance?
131426,,Proceed skyward?
131427,,Proceed downward?
131428,,Leave the Mothercrystal?
131429,Purchase Passage to Ul'dah,Travel to Ul'dah for 300 gil?
131430,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 300 gil?
131431,Purchase Passage to Gridania,Travel to Gridania for 300 gil?
131432,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 300 gil?
131433,Purchase Passage to Limsa Lominsa,Travel to Limsa Lominsa for 300 gil?
131434,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 300 gil?
131435,Purchase Passage to Ishgard,Travel to Ishgard for 500 gil?
131436,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 500 gil?
131437,,Proceed to Ostrakon Deka-hexi?
131438,,Proceed to Ostrakon Tria?
131439,,Proceed to the empty portal?
131440,,Proceed to the fallow portal?
131441,,Proceed to the unmemoried portal?
131442,,Proceed to Base Omicron?
131443,,Enter the Royal Menagerie?
131444,,Exit to Ultima Thule?
131445,,Return beyond the stars?
131446,,Leave the Haunted Manor?
131447,,Enter the Haunted Manor?
131448,,Travel to Thavnair?
131449,,Return to the Enceladeum?
131450,Enter the Nethergate,Proceed to the Nethergate?
131451,,Proceed to the Nethergate?
131452,,Return to the Ocular?
131453,Travel to Elpis,Proceed to Elpis?
131454,,Proceed to Philomythes Notos?
131455,,Proceed to Kallimelios Zephyros?
131456,,Proceed to Kallimelios Zephyros?
131457,,Proceed to Ethoseletikos Boreas?
131458,,Proceed to Ethoseletikos Boreas?
131459,,Proceed to Misopses Euros?
131460,,Proceed to the upper burrows?
131461,,Proceed to the lower burrows?
131462,,Travel to Mare Lamentorum?
131463,,Leave the station?
131464,,Leave the Dark Inside?
131465,Enter the Station,Proceed to the station?
131466,,Journey to Ultima Thule?
131467,,Proceed to the Ocular?
131468,,Leave the Porta Decumana?
131469,,Leave the Porta Decumana?
131470,Close Your Eyes,Proceed to the end of the first platforming section?
131471,Close Your Eyes,Proceed to the end of the course?
131472,,Enter the Omphalos?
131473,,Return to Mor Dhona?
131474,,Return to Akyaali?
131475,,Exit the restricted archives?
131476,,Proceed to the Aitiascope?
131477,,Return to Thaumazein?
131478,,Proceed to the Stygian insenescence cells? 
131479,,Return to the Gates of Pandæmonium?
131480,,Travel to Elysion?
131481,,Travel to Elysion?
131482,Return to A-4 Research,Proceed to A-4 Research?
131483,,Proceed to A-4 Research?
131484,,Proceed to Base Omicron?
131485,Travel to the Last Dregs,Proceed to the Last Dregs?
131486,Travel to A-4 Research,Proceed to A-4 Research?
131487,,
131488,,Travel to Troia Keep?
131489,,Travel to Weaver's Warding?
131490,,Proceed to Troia Keep?
131491,,Proceed to carcere IV?
131492,,Proceed to the hydromantic terraces?
131493,,Enter Troia Keep?
131494,,Travel to Zero's domain?
131495,,Travel to the hydromantic terraces?
131496,,Leave Meghaduta?
131497,,
131498,,Move to the hydromantic terraces?
131499,,Move to carcere IV?
131500,,Return to Gridania?
131501,,Travel to Sneaky Hollow?
131502,,Return to Gridania?
131503,,Enter the Haunted Manor?
131504,,Travel to Sneaky Hollow?
131505,,Proceed to Weaver's Warding?
131506,,Leave Barbariccia's domain?
131507,,Proceed to the Meghaduta guest chambers?
131508,,Travel to the Eight Sentinels?
131509,,Proceed to Hoper's Hold?
131510,,Proceed to the Bestways Burrow aetheryte?
131511,,Travel to Garlemald?
131512,,Travel to the vicus messorum?
131513,,Travel to Mons Albus?
131514,,Travel to Fons Manalis?
131515,,Travel to the vicus messorum?
131516,,Return to the Giantsgall Grounds?
131517,,Exit Eureka Orthos?
131518,Close Your Eyes,Proceed to the end of the first platforming section?
131519,Close Your Eyes,Proceed to the end of the course?
131520,,Leave Castrum Centri?
131521,,Leave Castrum Centri?
131522,,Travel to the Dæmons' Nest?
131523,,Travel to the Aitiascope?
131524,,Travel to Radz-at-Han?
131525,,Enter Senatus?
131526,,Travel to Garlemald?
131527,,Return to Mare Lamentorum?
131528,,Travel to the red moon?
131529,,Travel to the red moon?
131530,,Travel to Sneaky Hollow?
131531,,Enter the Haunted Manor?
131532,,Travel to Sneaky Hollow?
131533,,Travel to the Omphalos?
131534,,Travel to the Twelve's Embrace?
131535,,Travel to the red moon?
131536,,Travel to the darkened vestibule?
131537,,Return to the Perfumed Rise?
131538,,Travel to the Howling Eye?
131539,,Proceed to Blunderville Square?
131540,,Return to Wonder Square?
131541,,Travel to central Azys Lla?
131542,,Proceed to Blunderville Square?
131543,,Travel to Tuliyollal?
131544,,Travel to Old Sharlayan?
131545,,Travel to Old Sharlayan?
131546,,Proceed to Urqopacha?
131547,,Proceed to Kozama'uka?
131548,,Proceed to Shaaloani?
131549,,Proceed to Yak T'el?
131550,,Leave Sunperch?
131551,,Return to Tuliyollal?
131552,,Return to Tuliyollal?
131553,,Proceed to the Skydeep Cenote inner chamber?
131554,,Leave the Skydeep Cenote inner chamber?
131555,,Travel to Shaaloani?
131556,,Enter the Earthen Sky hideout?
131557,,Leave the Earthen Sky hideout?
131558,,Proceed to the Backroom?
131559,,Proceed to Solution Nine?
131560,,Travel to the Skydeep Cenote inner chamber?
131561,,Travel to Living Memory?
131562,,Return to Heritage Found?
131563,,Leave the Interphos?
131564,,Return to Solution Nine?
131565,,Leave Tritails Training?
131566,,Enter Tritails Training?
131567,,Enter the Arcadion?
131568,,Proceed to Canal Town?
131569,,Return to the Gate of Remembrance?
131570,,Proceed to Yesterland?
131571,,Return to the Gate of Remembrance?
131572,,Proceed to Asyle Volcane?
131573,,Return to the Gate of Remembrance?
131574,,Proceed to Windspath Gardens?
131575,,Return to the Gate of Remembrance?
131576,Talk,
131577,,Return to the eccentric researcher?
131578,,Exit room?
131579,Close Your Eyes,Proceed to the end of the first platforming section?
131580,Close Your Eyes,Proceed to the end of the course?
131581,,Return to Old Sharlayan?
131582,,Travel to Lower Jeuno?
131583,,Return to Yak T'el?
131584,,Travel to Lower Jeuno?
131585,,Leave the Hall of the Unbound?
131586,,Leave Yuweyawata?
131587,,Return to Old Gridania?
131588,,Head to the Starlight Stalls?
131589,,Head to the Starlight Stalls?
