54,Mimic III,Repeats any ability or item used by a forerunning chocobo.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Duration: <hex:0249020103><hex:0248020103> 15s
55,Feather Field,Nullifies the detrimental field effects of any nearby chocobos.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Duration: <hex:0249020103><hex:0248020103> 10s
56,Feather Field II,Nullifies the detrimental field effects of any nearby chocobos.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Duration: <hex:0249020103><hex:0248020103> 20s
57,Feather Field III,Nullifies the detrimental field effects of any nearby chocobos.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Duration: <hex:0249020103><hex:0248020103> 30s
58,Super Sprint,Sprint without weather or terrain penalties until all stamina is spent.
59,Choco Reraise,Instantly restores 60 stamina when stamina meter reaches zero.
60,Choco Reraise II,Instantly restores 130 stamina when stamina meter reaches zero.
61,Choco Reraise III,Instantly restores 200 stamina when stamina meter reaches zero.
62,Enfeeblement Clause,Reduces enfeeblement duration by 20%.
63,Enfeeblement Clause II,Reduces enfeeblement duration by 35%.
64,Enfeeblement Clause III,Reduces enfeeblement duration by 50%.
65,Breather,Restores stamina at a rate of 0.8% per second while decelerating.
66,Breather II,Restores stamina at a rate of 1% per second while decelerating.
67,Breather III,Restores stamina at a rate of 1.2% per second while decelerating.
68,,
69,,
70,,
