key,4,5,6
34,,,
35,"You can view, equip, and remove gear by either selecting Character under <hex:024804F201F403><hex:024904F201F503>Character<hex:0249020103><hex:0248020103> from the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>, or by pressing <hex:024804F201F403><hex:024904F201F503>C<hex:0249020103><hex:0248020103> on your keyboard.",,
36,"To equip an item, first select the desired slot. This will open your <hex:024804F201F403><hex:024904F201F503>Armoury Chest<hex:0249020103><hex:0248020103>, from which you can select the item you wish to equip. Finally, from the subcommand menu, select <hex:024804F201F403><hex:024904F201F503>Equip<hex:0249020103><hex:0248020103> to put on the gear.",,
37,"You can view, equip, and remove gear by selecting Character under <hex:024804F201F403><hex:024904F201F503>Character<hex:0249020103><hex:0248020103> from the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>.",,
38,,,
39,,,
40,"The <hex:024804F201F403><hex:024904F201F503>moogle delivery service<hex:0249020103><hex:0248020103> can be accessed by speaking with one of the many <hex:024804F201F403><hex:024904F201F503>delivery moogles<hex:0249020103><hex:0248020103> stationed throughout Eorzea, or by clicking on a <hex:024804F201F403><hex:024904F201F503>moogle letter box<hex:0249020103><hex:0248020103>. The service can be used to send messages, items, and gil to anyone on your <hex:024804F201F403><hex:024904F201F503>friend list<hex:0249020103><hex:0248020103>.",,
41,"Clicking the <hex:024804F201F403><hex:024904F201F503>New<hex:0249020103><hex:0248020103> button located in the upper right-hand corner of the moogle delivery service window will open the <hex:024804F201F403><hex:024904F201F503>Letter Editor<hex:0249020103><hex:0248020103>. In addition to composing your message, this interface can be used to specify a recipient, as well as attach <hex:024804F201F403><hex:024904F201F503>gil<hex:0249020103><hex:0248020103> and <hex:024804F201F403><hex:024904F201F503>items<hex:0249020103><hex:0248020103>.",,
42,"Pressing the <hex:024804F201F403><hex:024904F201F503>New<hex:0249020103><hex:0248020103> button located in the upper right-hand corner of the moogle delivery service window will open the <hex:024804F201F403><hex:024904F201F503>Letter Editor<hex:0249020103><hex:0248020103>. In addition to composing your message, this interface can be used to specify a recipient, as well as attach <hex:024804F201F403><hex:024904F201F503>gil<hex:0249020103><hex:0248020103> and <hex:024804F201F403><hex:024904F201F503>items<hex:0249020103><hex:0248020103>.",,
43,,,
44,,,
45,Attuning with the shard has granted you access to this city–state's <hex:024804F201F403><hex:024904F201F503>Aethernet<hex:0249020103><hex:0248020103>. The Aethernet can be used for quick intra-city travel.,,
46,,,
47,,,
48,,,
49,,,
50,"By learning the spell <hex:024804F201F403><hex:024904F201F503>Teleport<hex:0249020103><hex:0248020103>, you are now able to travel instantly between aetherytes to which you are attuned. Access the teleportation menu by selecting Teleport under <hex:024804F201F403><hex:024904F201F503>Travel<hex:0249020103><hex:0248020103> from the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>.",,
51,"Unlike other spells, Teleport does not require MP to cast, and instead uses a type of naturally regenerating spiritual energy. A small fee of gil, however, must be paid to the keepers of the aetheryte so that they can maintain the crystals and defend them from those who would see them destroyed. The fee varies depending on travel distance and remoteness of aetheryte location.",,
52,Registering an aetheryte as a <hex:024804F201F403><hex:024904F201F503>favored destination<hex:0249020103><hex:0248020103> will reduce the amount of gil required to travel there. Up to three favored destinations can be registered at any one time.,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,"Upon accepting a quest, the current objectives will appear under the quest title in the <hex:024804F201F403><hex:024904F201F503>duty list<hex:0249020103><hex:0248020103> on the right side of the screen. A maximum of five quests can be displayed at once.",,
61,"Clicking on the title will open the quest in your <hex:024804F201F403><hex:024904F201F503>journal<hex:0249020103><hex:0248020103>, allowing you to review objectives and rewards.",,
62,"Selecting the title will open the quest in your <hex:024804F201F403><hex:024904F201F503>journal<hex:0249020103><hex:0248020103>, allowing you to review objectives and rewards.",,
63,,,
64,,,
65,"Key items can be used on targets by first right-clicking on the target, then right-clicking the appropriate icon from the <hex:024804F201F403><hex:024904F201F503>Key Items<hex:0249020103><hex:0248020103> window and selecting <hex:024804F201F403><hex:024904F201F503>Use<hex:0249020103><hex:0248020103>.",,
66,"Key items can be used on targets by first selecting the target, then selecting the appropriate icon from the <hex:024804F201F403><hex:024904F201F503>Key Items<hex:0249020103><hex:0248020103> window and choosing <hex:024804F201F403><hex:024904F201F503>Use<hex:0249020103><hex:0248020103>.",,
67,,,
68,,,
69,,,
70,"On some quests, you will encounter objects with which you can interact simply by approaching, then right-clicking.",,
71,"On some quests, you will encounter objects with which you can interact simply by approaching, then selecting.",,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,"When words are just not enough, emotes can be used to express your feelings towards a person or situation. First, highlight a target (if necessary), then select <hex:024804F201F403><hex:024904F201F503>Social<hex:0249020103><hex:0248020103> from the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>, and then <hex:024804F201F403><hex:024904F201F503>Emotes<hex:0249020103><hex:0248020103>.",,
81,"Finally, select the desired emote from the list.<hex:02100103><hex:02100103>In this case, select <hex:024804F201F403><hex:024904F201F503>Kneel<hex:0249020103><hex:0248020103> after targeting Rhoswen to complete the quest objectives.","Finally, select the desired emote from the list.<hex:02100103><hex:02100103>In this case, select <hex:024804F201F403><hex:024904F201F503>Bow<hex:0249020103><hex:0248020103> after targeting Aunillie to complete the quest objectives.","Finally, select the desired emote from the list.<hex:02100103><hex:02100103>In this case, select <hex:024804F201F403><hex:024904F201F503>Welcome<hex:0249020103><hex:0248020103> after targeting Juliana to complete the quest objectives."
82,"Emotes can be set to your <hex:024804F201F403><hex:024904F201F503>hotbars<hex:0249020103><hex:0248020103> by simply dragging them from the Emote interface.<hex:02100103><hex:02100103>※In addition to emotes, <hex:024804F201F403><hex:024904F201F503>items<hex:0249020103><hex:0248020103> and <hex:024804F201F403><hex:024904F201F503>user macros<hex:0249020103><hex:0248020103> can also be set to your hotbars.",,
83,"Finally, select the desired emote from the list.<hex:02100103><hex:02100103>In this case, select <hex:024804F201F403><hex:024904F201F503>Kneel<hex:0249020103><hex:0248020103> after targeting Rhoswen to complete the quest objectives.","Finally, select the desired emote from the list.<hex:02100103><hex:02100103>In this case, select <hex:024804F201F403><hex:024904F201F503>Bow<hex:0249020103><hex:0248020103> after targeting Aunillie to complete the quest objectives.","Finally, select the desired emote from the list.<hex:02100103><hex:02100103>In this case, select <hex:024804F201F403><hex:024904F201F503>Welcome<hex:0249020103><hex:0248020103> after targeting Juliana to complete the quest objectives."
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,"When your <hex:024804F201F403><hex:024904F201F503>HP<hex:0249020103><hex:0248020103> is reduced to zero, you are <hex:024804F201F403><hex:024904F201F503>KO'd<hex:0249020103><hex:0248020103> and rendered unable to perform any actions. In this state, you are left with two options: either <hex:024804F201F403><hex:024904F201F503>return<hex:0249020103><hex:0248020103> immediately to your current <hex:024804F201F403><hex:024904F201F503>home point<hex:0249020103><hex:0248020103> or wait for another PC to revive you using an action or spell such as <hex:024804F201F403><hex:024904F201F503>Raise<hex:0249020103><hex:0248020103>. When in an <hex:024804F201F403><hex:024904F201F503>instanced dungeon<hex:0249020103><hex:0248020103>, you will return to the area entrance.",,
91,"In addition to rendering you temporarily <hex:024804F201F403><hex:024904F201F503>weakened<hex:0249020103><hex:0248020103> after being raised, suffering a KO also severely damages your currently equipped gear. When a piece of equipment's <hex:024804F201F403><hex:024904F201F503>durability<hex:0249020103><hex:0248020103> reaches 0%, its stats drop significantly, so do not forget to <hex:024804F201F403><hex:024904F201F503>repair<hex:0249020103><hex:0248020103> your gear regularly.<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※ Gear damage through KO is only experienced if you have reached level 10.<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※ KO in certain special duties will also not result in gear damage.<hex:0249020103><hex:0248020103>",,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,"Instanced raids come with several rules─including time limits and restrictions on changing classes or jobs. Instanced areas can be left at any time by using an <hex:024804F201F403><hex:024904F201F503>exit<hex:0249020103><hex:0248020103> or selecting <hex:024804F201F403><hex:024904F201F503>Leave<hex:0249020103><hex:0248020103> from the <hex:024804F201F403><hex:024904F201F503>Duty Finder<hex:0249020103><hex:0248020103>, but by doing so, remember that you will be abandoning your party in the process. Exits will also appear after defeating a raid boss, allowing your party easy access out of the area without having to backtrack.",,
106,"Once a boss has been engaged, players will be unable to enter or leave the immediate area. Make sure that all your party members are nearby and prepared beforehand, lest you incur their undying wrath.",,
107,"If you are KO'd during an instanced raid, you may either have a party member <hex:024804F201F403><hex:024904F201F503>Raise<hex:0249020103><hex:0248020103> you, or choose to return to the instance entrance.",,
108,,,
109,,,
110,Your main weapon determines your current class. Changing classes is as easy as equipping a different type of weapon or tool to your <hex:024804F201F403><hex:024904F201F503>Main Hand<hex:0249020103><hex:0248020103> slot.,,
111,"When playing more than one class or job, <hex:024804F201F403><hex:024904F201F503>gear sets<hex:0249020103><hex:0248020103> allow you to save several different combinations of equipment and swap them at your leisure. A button for the Gear Set interface is located in the upper portion of the <hex:024804F201F403><hex:024904F201F503>Character<hex:0249020103><hex:0248020103> window.",,
112,,,
113,,,
114,,,
115,You now have access to the Armoury system. Quests to unlock other classes can be undertaken by speaking to the receptionist in the corresponding guild.,,
116,"It should be noted that, in addition to martial classes, you may also choose to become a Disciple of the Hand─one who synthesizes items from on hand materials─or a Disciple of the Land─one who harvests resources from the field.<hex:02100103><hex:02100103>Mastering more than one class is the first step to becoming a well-rounded adventurer.",,
117,,,
118,,,
119,,,
120,You are about to enter a special instance. These areas are reserved for important battles which feature unique environmental conditions or powerful boss enemies. Instance objectives can be confirmed in the <hex:024804F201F403><hex:024904F201F503>duty list<hex:0249020103><hex:0248020103>.,,
121,"For the duration of the battle, you will be unable to pass beyond the <hex:024804F201F403><hex:024904F201F503>red line<hex:0249020103><hex:0248020103> displayed on the field.<hex:02100103><hex:02100103>You will automatically leave the instance once all quest objectives have been met.",,
122,,,
123,,,
124,,,
125,Important quests used to tell the story of Eorzea and her people are called <hex:024804F201F403><hex:024904F201F503>main scenario quests<hex:0249020103><hex:0248020103>. These tasks are easily distinguishable from others by their unique <hex:024804F201F403><hex:024904F201F503>icon<hex:0249020103><hex:0248020103>.,,
126,Quests using this icon indicate a task or series of tasks are tied to new duties or features you have yet to unlock.,,
127,,,
128,,,
129,,,
130,"There are some <hex:024804F201F403><hex:024904F201F503>actions<hex:0249020103><hex:0248020103> which only can be learned by completing specific <hex:024804F201F403><hex:024904F201F503>class quests<hex:0249020103><hex:0248020103>. For example, the ranged lancer weaponskill <hex:024804F201F403><hex:024904F201F503>Piercing Talon<hex:0249020103><hex:0248020103> is acquired by completing the Lancers' Guild quest available at level 15.",,
131,,,
132,,,
133,,,
134,,,
135,"A myriad of items can be bought and sold from vendors all across Eorzea. Purchasing an item is as simple as clicking on an item in a shopkeep's inventory, while selling an item is as simple as dragging an item from your inventory or Armoury Chest. You can also sell items by right-clicking them and selecting <hex:024804F201F403><hex:024904F201F503>Sell<hex:0249020103><hex:0248020103>.",,
136,"If you happen to have second thoughts about a sale, you can always <hex:024804F201F403><hex:024904F201F503>buy back<hex:0249020103><hex:0248020103> your item from the vendor, but only if you have yet to leave the area or log out of the game.",,
137,"A myriad of items can be bought and sold from vendors all across Eorzea. Purchasing an item is as simple as selecting an item from a shopkeep's inventory, while selling an item is as simple as selecting an item from your inventory or Armoury Chest and choosing <hex:024804F201F403><hex:024904F201F503>Sell<hex:0249020103><hex:0248020103> from the subcommand menu.",,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,Right-click on a target to switch to active mode and ready auto-attack. Approach and face the target to start the battle. Two rotating <hex:024804F201F403><hex:024904F201F503>arrows<hex:0249020103><hex:0248020103> will appear over the target you are currently attacking.,,
151,Various actions such as spells and weaponskills can be performed by clicking the icons located in the<hex:02100103><hex:024804F201F403><hex:024904F201F503>hotbar<hex:0249020103><hex:0248020103> on the bottom of your screen. These actions can also be initiated using the shortcut keys indicated in the upper left-hand corner of each icon.,,
152,"Most actions require magic points (<hex:024804F201F403><hex:024904F201F503>MP<hex:0249020103><hex:0248020103>) to execute, in addition to having recast times of various lengths. Detailed information on an action can be viewed by mousing over its icon.",,
153,Disciples of Magic and Disciples of War who specialize in ranged attacks (such as archers) are best suited fighting their targets from a distance. The range and radius of an action can also be confirmed in the help window.,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,"Since the Armoury system in FINAL FANTASY XIV allows you to change your class or job by simply changing the weapon or tool in your main hand, it is recommended that you always have several sets of gear on hand. However, gear can take up a tremendous amount of space in one's inventory, which is why all adventurers carry an <hex:0249020103><hex:0248020103>Armoury Chest<hex:0249020103><hex:0248020103>.",,
161,"All gear purchased, crafted, or found is automatically stored in this chest, leaving your inventory free to fill with other items such as potions, crafting materials, and food.<hex:02100103><hex:02100103>Gear in your Armoury Chest is categorized and sorted by type, and can be equipped or discarded directly from the chest interface.",,
162,"The Armoury Chest can be accessed at any time by selecting <hex:024804F201F403><hex:024904F201F503>Character<hex:0249020103><hex:0248020103> from the main menu followed by <hex:024804F201F403><hex:024904F201F503>Armoury Chest<hex:0249020103><hex:0248020103>, or pressing <hex:024804F201F403><hex:024904F201F503>Ctrl+I<hex:0249020103><hex:0248020103>.",,
163,The Armoury Chest can be accessed at any time by selecting <hex:024804F201F403><hex:024904F201F503>Character<hex:0249020103><hex:0248020103> from the main menu followed by <hex:024804F201F403><hex:024904F201F503>Armoury Chest<hex:0249020103><hex:0248020103>.,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,"A crescent moon icon will appear to the right of your <hex:024804F201F403><hex:024904F201F503>experience bar<hex:0249020103><hex:0248020103> whenever you enter a <hex:024804F201F403><hex:024904F201F503>sanctuary<hex:0249020103><hex:0248020103>. While in this special area, you will accrue a <hex:024804F201F403><hex:024904F201F503>rested bonus<hex:0249020103><hex:0248020103>. The bonus will continue to grow even if you are offline.",,
171,"All experience earned through battle, crafting, and gathering while under the benefit of the rested bonus will be increased by 50%.",,
172,"Your current rested bonus is displayed on top of your experience bar. The dark orange bar shows how much more experience can be earned before the bonus fades. If the bar is blue, it indicates your bonus will carry over to the next level.",,
173,"Inns in cities, as well as various outposts and settlements, are classified as sanctuaries. To maximize your experience-earning potential, make it a habit to always log out in one of these areas.",,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,"You have formed a <hex:024804F201F403><hex:024904F201F503>party<hex:0249020103><hex:0248020103> with another player! Parties make it possible to tackle challenges that would be impossible to overcome alone, such as defeating powerful enemies or exploring perilous dungeons.",,
181,The Party chat mode can be used to communicate solely with the other members of your party. You can change your chat mode at any time via the speech bubble icon located below the chat log.,,
182,"While in a party, a list of your party's members is displayed on the left side of the screen. This can be used to quickly identify each member's current condition. You can also target party members by clicking on their name in the list. This is especially helpful when there are many objects on the screen and it is difficult or time-consuming to target a member by ordinary means.",,
183,"Your party will sometimes be awarded boosts to various attributes based on class and job combinations. If your party is receiving one of these bonuses, it will be indicated by a <hex:024804F201F403><hex:024904F201F503>party bonus icon<hex:0249020103><hex:0248020103> located above your <hex:024804F201F403><hex:024904F201F503>party list<hex:0249020103><hex:0248020103>. The bonus is nullified if you leave your party for another area.",,
184,"Remember, your party members are all the in-game embodiment of real, living people, and chances are you will see them again online. Karma is alive and well in Eorzea. Treat people well, and your life in Eorzea will be a pleasant one. Treat them poorly, and it will come back to you.",,
185,"While in a party, a list of your party's members is displayed on the left side of the screen. This can be used to quickly identify each member's current condition. You can also target party members by pressing <hex:020838E4E96B64FF19>up and down on the D-pad<hex:FF18>the up and down buttons<hex:03> to select their names from the list. This is especially helpful when there are many objects on the screen and it is difficult or time-consuming to target a member by ordinary means.",,
186,,,
187,,,
188,,,
189,,,
190,Select a target with <hex:020829E1E94C01FF18>the directional buttons<hex:FF0A>the d-pad<hex:03> and press confirm once to target it. Press confirm a second time to switch to active mode and ready auto-attack. Approach and face the target to start the battle. Two rotating <hex:024804F201F403><hex:024904F201F503>arrows<hex:0249020103><hex:0248020103> will appear over the target you are currently attacking.,,
191,Various actions such as spells and weaponskills can be performed by using the <hex:024804F201F403><hex:024904F201F503>cross hotbar<hex:0249020103><hex:0248020103> on the bottom of your screen.<hex:02100103><hex:02100103>※The cross hotbar is only available in <hex:02081AE1E94C01FF0B>controller<hex:FF08>gamepad<hex:03> mode.,,
192,"The actions set to your cross hotbar can be initiated via the corresponding button combination, which consists of holding one of the <hex:0212020F03><hex:0212021003> buttons and pressing <hex:02082FE4E96B64FF11>one of the D-pad<hex:FF17>one of the directional<hex:03> or <hex:0212020C03><hex:0212020903><hex:0212020A03><hex:0212020B03> buttons.<hex:02100103><hex:02100103>※When a new action is learned, it will be automatically added to your cross hotbar.",,
193,"Most actions require magic points (<hex:024804F201F403><hex:024904F201F503>MP<hex:0249020103><hex:0248020103>) to execute, in addition to having recast times of various lengths.<hex:02100103><hex:02100103>Though MP slowly regenerate over time, there exist items and actions which can be used to immediately restore them.",,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,"Some quests will require you to deliver items. If an NPC requires an item, an <hex:024804F201F403><hex:024904F201F503>Item Request<hex:0249020103><hex:0248020103> window will appear. Drag the items from your inventory or Armoury Chest into the Item Request window and click <hex:024804F201F403><hex:024904F201F503>Hand Over<hex:0249020103><hex:0248020103> to complete the transaction. Items can also be added to the Item Request window by right-clicking them.",,
201,"Some quests will require you to deliver items. If an NPC requires an item, an <hex:024804F201F403><hex:024904F201F503>Item Request<hex:0249020103><hex:0248020103> window will appear. Select the items from your inventory or Armoury Chest and press <hex:024804F201F403><hex:024904F201F503>Hand Over<hex:0249020103><hex:0248020103> to complete the transaction.",,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,"The <hex:024804F201F403><hex:024904F201F503>Player Search<hex:0249020103><hex:0248020103> feature found under <hex:024804F201F403><hex:024904F201F503>Social<hex:0249020103><hex:0248020103> in the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103> can be used to easily and instantly locate other logged-in player characters (PCs). Searches will list up to 200 results, starting with the ones which are physically closest to your own character.",,
211,"Selecting <hex:024804F201F403><hex:024904F201F503>Search Conditions<hex:0249020103><hex:0248020103> will open a new window in which you can specify the conditions of your search to produce more accurate results. Options include partial name searches for both first and last names, as well as searching by online status, class, level, location, or languages spoken. Press the <hex:024804F201F403><hex:024904F201F503>Execute<hex:0249020103><hex:0248020103> button to initiate your search.",,
212,"If there are any players who meet the conditions specified, they will be displayed in the social window. You can right-click on player names to view their search info.<hex:02100103><hex:02100103>You can adjust your own search info by selecting the <hex:024804F201F403><hex:024904F201F503>Party Members<hex:0249020103><hex:0248020103> tab in the <hex:024804F201F403><hex:024904F201F503>Party<hex:0249020103><hex:0248020103> section of the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>, right-clicking your own name, and selecting <hex:024804F201F403><hex:024904F201F503>Edit Search Info<hex:0249020103><hex:0248020103>.",,
213,"To allow your character to be included in searches for multiple classes, first change your online status to <hex:024804F201F403><hex:024904F201F503>Looking for Party<hex:0249020103><hex:0248020103>, then select the corresponding icons. If no class is highlighted, then you will only be included in searches for your current class.",,
214,"Your current class and any selected classes will have a border. This indicates to other players that while you may have other classes at your disposal, these are the particular ones you wish to play as.",,
215,"If there are any players who meet the conditions specified, they will be displayed in the social window. You can select player names to view their search info.<hex:02100103><hex:02100103>You can adjust your own search info by selecting the <hex:024804F201F403><hex:024904F201F503>Party Members<hex:0249020103><hex:0248020103> tab in the <hex:024804F201F403><hex:024904F201F503>Party<hex:0249020103><hex:0248020103> section of the <hex:024804F201F403><hex:024904F201F503>main menu<hex:0249020103><hex:0248020103>, selecting your own name, and choosing <hex:024804F201F403><hex:024904F201F503>Edit Search Info<hex:0249020103><hex:0248020103> from the subcommand menu.",,
216,"Your current class and any selected classes will have a border. This indicates to other players that while you may have other classes at your disposal, these are the particular ones you wish to play as.",,
217,,,
218,,,
219,,,
220,,,
221,,,
222,,,
223,,,
224,,,
225,,,
226,,,
227,,,
228,,,
229,,,
230,,,
231,,,
232,,,
233,,,
234,,,
235,,,
236,,,
237,,,
238,,,
239,,,
