key,5
59,<hex:022003E80203> <hex:020812E4E80202FF05>slot<hex:FF06>slots<hex:03> remaining in your inventory.
60,<hex:026003014203><hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020813E4EB02EB03FF05>join<hex:FF06>joins<hex:03> the party.
61,<hex:026003014203>You join <hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03>'s party.
62,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020819E4EB02EB03FF08>decline<hex:FF09>declines<hex:03> the party invite.
63,You decline <hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03>'s party invite.
64,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:02080FE4EB02EB03FF04>are<hex:FF03>is<hex:03> now the party leader.
65,<hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03> has promoted you to party leader.
66,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:02080FE4EB02EB03FF04>are<hex:FF03>is<hex:03> the new party leader.
67,<hex:026003014803><hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>were<hex:FF04>was<hex:03> removed from the party.
68,<hex:026003014803>You leave <hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03>'s party.
69,<hex:026003014803><hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>have<hex:FF04>has<hex:03> left the party.
70,<hex:026003014803>You leave your party.
71,<hex:026003014803><hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>have<hex:FF04>has<hex:03> left the party. <hex:022B49FF47><hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03><hex:03> <hex:02080FE4EB02EB04FF04>are<hex:FF03>is<hex:03> promoted to party leader.
72,<hex:026003014803>You dissolve the party.
73,<hex:026003014803>The party has been disbanded.
74,You join “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>.”
75,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>have<hex:FF04>has<hex:03> joined “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>.”
76,You decline the linkshell invite to “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>.”
77,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>have<hex:FF04>has<hex:03> left “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>.”
78,<hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03> is now on your friend list.
79,You decline <hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03>'s friend request.
80,Your search info has been updated.
81,List updated.
82,Friend request to <hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03> canceled.
83,Friend request from <hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03> was canceled.
84,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>have<hex:FF04>has<hex:03> gone offline.
85,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>have<hex:FF04>has<hex:03> returned to the party.
86,Unable to accept materia meld request. That player is on your blacklist.
87,Unable to accept materia meld request. You are not a Disciple of the Land.
88,You discover a new location!
89,"Unable to update the character list. Please try another data center, or try again later."
90,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF05>have<hex:FF04>has<hex:03> declined the linkshell invite to “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>.”
91,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03>'s linkshell invite to “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>” has been withdrawn.
92,The linkshell invite to “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>” has been withdrawn.
93,Retrieving letter. Please wait.
94,"<hex:0208F0F8E4E80202FF5E>The only party currently recruiting <hex:02081EE4E80301FF0F>does not match<hex:FF08>matches<hex:03> your search conditions.<hex:FF94>Of the <hex:022003E80203> parties currently recruiting, <hex:02084CE4E80301FF0B>none match<hex:FF3A><hex:020836E4E80302FF0C>one matches<hex:FF23><hex:02081FE4E803E802FF0A>all match<hex:FF0D><hex:022003E80303> match<hex:03><hex:03><hex:03> your search conditions.<hex:03>"
95,You have canceled all party invitations.
96,Unable to use aesthetician-exclusive hairstyles or face paint. Reverting to default.
97,Updating online status to Away from Keyboard.
98,Updating online status. No longer away from keyboard.
99,Unable to join party. The player seeking recruits is on your blacklist.
100,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020813E4EB02EB03FF05>look<hex:FF06>looks<hex:03> at <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03> in surprise.
101,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:02080FE4EB02EB03FF04>are<hex:FF03>is<hex:03> frustrated with <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
102,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020817E4EB02EB03FF07>motion<hex:FF08>motions<hex:03> angrily at <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
103,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF04>see<hex:FF05>sees<hex:03> <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03> and <hex:020816E4EB02EB03FF06>blush<hex:FF08>blushes<hex:03> with embarrassment.
104,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF04>bow<hex:FF05>bows<hex:03> courteously to <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
105,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020815E4EB02EB03FF06>cheer<hex:FF07>cheers<hex:03> <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03> on!
106,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020813E4EB02EB03FF05>clap<hex:FF06>claps<hex:03> for <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
107,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020817E4EB02EB03FF07>beckon<hex:FF08>beckons<hex:03> to <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
108,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020819E4EB02EB03FF08>console<hex:FF09>consoles<hex:03> <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
109,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020813E4EB02EB03FF05>weep<hex:FF06>weeps<hex:03> in sorrow before <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
110,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020815E4EB02EB03FF06>dance<hex:FF07>dances<hex:03> sprightly for <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
111,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:02081BE4EB02EB03FF09>question<hex:FF0A>questions<hex:03> <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
112,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020813E4EB02EB03FF05>fall<hex:FF06>falls<hex:03> asleep beside <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
113,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:02081AE4EB02EB03FF08>express<hex:FF0A>expresses<hex:03> <hex:020849E4EB02EB03FF05>your<hex:FF3C><hex:020838E908FF22><hex:02081EFF12><hex:02280EFF09>BNpcName<hex:E9080703><hex:FF04>her<hex:FF04>his<hex:03><hex:FF11><hex:02080DE906FF04>her<hex:FF04>his<hex:03><hex:03><hex:03> annoyance with <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
114,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020811E4EB02EB03FF04>bid<hex:FF05>bids<hex:03> farewell to <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
115,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020813E4EB02EB03FF05>wave<hex:FF06>waves<hex:03> to <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
116,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020813E4EB02EB03FF05>fail<hex:FF06>fails<hex:03> to understand <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
117,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020817E4EB02EB03FF07>motion<hex:FF08>motions<hex:03> joyfully to <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
118,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020815E4EB02EB03FF06>kneel<hex:FF07>kneels<hex:03> before <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
119,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020815E4EB02EB03FF06>laugh<hex:FF07>laughs<hex:03> at <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
120,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020815E4EB02EB03FF06>burst<hex:FF07>bursts<hex:03> out laughing at <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
121,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020813E4EB02EB03FF05>scan<hex:FF06>scans<hex:03> the area around <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
122,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:020817E4EB02EB03FF07>motion<hex:FF08>motions<hex:03> to <hex:02085DE4EB02EB03FF09>yourself<hex:FF4C><hex:020848E908FF2A><hex:020826FF12><hex:02280EFF09>BNpcName<hex:E9080703><hex:FF08>herself<hex:FF08>himself<hex:03><hex:FF19><hex:020815E906FF08>herself<hex:FF08>himself<hex:03><hex:03><hex:03>.
123,<hex:022B2EFF2C><hex:020828E4EB02EB03FF04>you<hex:FF1C><hex:020818E908FF12><hex:02310EFF07>ObjStr<hex:03E908020203><hex:EB0303><hex:03><hex:03> <hex:02081BE4EB02EB03FF09>disagree<hex:FF0A>disagrees<hex:03> with <hex:020843E4EB02EB04FF1F><hex:02081BE909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:FF04>you<hex:03><hex:FF1C><hex:020818E909FF12><hex:02310EFF07>ObjStr<hex:03E909020203><hex:EB0403><hex:03>.
