key,3,4,5
47,"Mythology tells us that Thaliak bore a magicked pitcher, from which poured forth the waters of knowledge.","See how the water is drawn up from the canals and cascades endlessly into the sea? As well as recreating the divine ewer from the tale, it also symbolizes the wisdom which rises from our city and flows out into the world.","If you would like to learn more about the mechanism by which it works, the stonemasons who built it left records of their struggle in the archives of Noumenon. A rather challenging construction, by all accounts."
48,"If you've learned your history, you will know that the Sixth Umbral Era brought a catastrophic flood to the lands of Eorzea. Yet when all seemed lost, the Twelve Archons rose up and saved multitudes from a terrible fate.","Of those twelve, it was Archon Nyunkrepf who brought our ancestors here in his ark, and together they founded what was to become the great nation of Sharlayan.","The beach at the foot of Thaliak's statue is the very spot where those first Sharlayans made land. I imagine how they must have felt on that day, some sixteen hundred years ago..."
49,,,
50,,,
51,"The Omicron stands unmoving, the very picture of a unit on standby.",,
52,The Omicron stands dutifully next to a device. There is naught to suggest unusual behavior.,,
53,"The Omicron is speaking with Alphinaud. Though you can't hear the conversation, all appears otherwise normal.",,
54,"That's no Omicron─it's an ambystoma! An especially lively one, at that.","Perhaps it snuck aboard the <hex:021A020203>Ragnarok<hex:021A020103>, but however it came to be here, it seems to be completely in its element...",
55,"The Omicron wanders about ceaselessly, as if lacking a clear objective.",,
56,"Rugged features belie what is, at closer glance, the sensitive mien of a cultured gentleman.","While he still breathes, he appears to be locked in a deep slumber...",
57,"Rippling muscles bespeak impressive strength, while smooth skin suggests that only on the rarest of occasions does the man resort to violence.","Troublingly, his limbs are stiff and cool to the touch, as if the blood runs cold in his veins...",
58,The exquisite buckles of the stylish footwear are a design unique to House Manderville. These shoes would almost certainly fetch a small fortune in the markets.,,
59,"Beside the bed, Hildibrand's loyal assistant Nashu dozes peacefully. Her ability to stay calm in the most trying of times has been sorely tested of late...",,
60,"Parigha, the master of the house, searches the shelves with a remarkable dexterity for one so large of body and limb.",,
61,A familiar youth dangles beneath the alien craft. Best pretend you didn't see that...,,
62,"Nashu is romping around with Argos, already forgetting why she was out here...",,
63,Delion is searching high and low for any sign of alien vessels. Like a true professional.,,
64,,,
65,,,
66,,,
