key,7,8,9,10
37,Slay silvershells,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,Your task this day will be to secure an egg for our House Haillenarte naturalists. Reconnoiter the area whilst keeping a lookout for rodents with a taste for unhatched offspring.,
38,Slay speckled hakulaqs,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,Your task this day will be to secure an egg for our House Haillenarte naturalists. Reconnoiter the area whilst keeping a lookout for rodents with a taste for unhatched offspring.,
39,Slay cloud crawlers,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,Your task this day will be to secure an egg for our House Haillenarte naturalists. Reconnoiter the area whilst keeping a lookout for rodents with a taste for unhatched offspring.,
40,Slay sabertooth tigers,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,Your task this day will be to secure an egg for our House Haillenarte naturalists. Reconnoiter the area whilst keeping a lookout for rodents with a taste for unhatched offspring.,
41,Slay ageless sankchinnis,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,Your task this day will be to secure an egg for our House Haillenarte naturalists. Reconnoiter the area whilst keeping a lookout for rodents with a taste for unhatched offspring.,
42,Slay sun sordes,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,Your task this day will be to secure an egg for our House Haillenarte naturalists. Reconnoiter the area whilst keeping a lookout for rodents with a taste for unhatched offspring.,
43,Slay ant hawks,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,Your task this day will be to secure an egg for our House Haillenarte naturalists. Reconnoiter the area whilst keeping a lookout for rodents with a taste for unhatched offspring.,
44,Slay yolk mice,The rodents have shown their whiskers.,"Make haste to where the yolk mice are swarming, and eradicate them!",
45,Slay yolk mice,The rodents have shown their whiskers.,"Make haste to where the yolk mice are swarming, and eradicate them!",
46,Slay yolk mice,The rodents have shown their whiskers.,"Make haste to where the yolk mice are swarming, and eradicate them!",
47,Carry the dinosaur egg to the collection point,"With the mice slain, it is time to search for the real prize: the egg of a dinosaur.","Once you have secured the egg, carry it as swiftly as possible to the designated collection point.",
48,Slay cloudtraps and obtain cloudblossom pollen,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,House Haillenarte is on the lookout for unique-smelling substances─your first task will be to harvest pollen from the region's cloudtraps.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
49,Slay flood worms and obtain worm livers,Operation Command here.<hex:02100103>We have received your preliminary report.,Next on the list of strangely scented materials is the liver of a flood worm. Lovely.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
50,Deliver gathered goods to the pilot at the <hex:021A020203>Bounty<hex:021A020103>,Operation Command here.<hex:02100103>We have received your interim report.,Gather your last haul of goods and deliver what you have to the <hex:021A020203>Bounty<hex:021A020103>.,I promise you House Haillenarte will not be miserly with its gratitude!
51,Accept the enfeebling elixir from the pilot at the <hex:021A020203>Bounty<hex:021A020103>,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,Your task this day will be to field test a new reagent developed to enfeeble the fierce beasts of the Diadem.,First things first! Make your way to the <hex:021A020203>Bounty<hex:021A020103> and collect the elixir we have prepared.
52,Slay silvershells weakened by the enfeebling elixir,Your task now is to test the enfeebling elixir in combat against silvershells.,"The exact timing is left to your discretion, but do be sure to use the elixir before the creatures are dead, eh?","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
53,Slay cloud crawlers weakened by the enfeebling elixir,Your task now is to test the enfeebling elixir in combat against cloud crawlers.,"The exact timing is left to your discretion, but do be sure to use the elixir before the creatures are dead, eh?","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
54,Slay sabertooth tigers weakened by the enfeebling elixir,Your task now is to test the enfeebling elixir in combat against sabertooth tigers.,"The exact timing is left to your discretion, but do be sure to use the elixir before the creatures are dead, eh?","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
55,Slay ageless sankchinnis weakened by the enfeebling elixir,Your task now is to test the enfeebling elixir in combat against ageless sankchinnis.,"The exact timing is left to your discretion, but do be sure to use the elixir before the creatures are dead, eh?","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
56,Slay sun sordes weakened by the enfeebling elixir,Your task now is to test the enfeebling elixir in combat against sun sordes.,"The exact timing is left to your discretion, but do be sure to use the elixir before the creatures are dead, eh?","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
57,Slay Diadem endymions weakened by the enfeebling elixir,Operation Command here.<hex:02100103>We have received your interim report.,Your next target will be the Diadem endymions. The same rules apply: your efforts will be for naught should you fail to apply the elixir!,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
58,Slay speckled hakulaqs weakened by the enfeebling elixir,Operation Command here.<hex:02100103>We have received your interim report.,Your next target will be the speckled hakulaqs. The same rules apply: your efforts will be for naught should you fail to apply the elixir!,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
59,Slay crown pelicans weakened by the enfeebling elixir,Operation Command here.<hex:02100103>We have received your interim report.,Your next target will be the crown pelicans. The same rules apply: your efforts will be for naught should you fail to apply the elixir!,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
60,Slay diplocauluses weakened by the enfeebling elixir,Operation Command here.<hex:02100103>We have received your interim report.,Your next target will be the diplocauluses. The same rules apply: your efforts will be for naught should you fail to apply the elixir!,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
61,Use a scent trap to ambush hornflies,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
62,Use a scent trap to ambush gigantopithecus,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
63,Use a scent trap to ambush sabertooth tigers,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
64,Use a scent trap to ambush cloud lions,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
65,Use a scent trap to ambush bejeweled unicorns,Operation Command here.<hex:02100103>We have received your preliminary report.,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
66,Use a scent trap to ambush Diadem marids,Operation Command here.<hex:02100103>We have received your preliminary report.,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
67,Slay crown torama,Operation Command here.<hex:02100103>The scent of blood has attracted a greater predator.,Allowing such creatures to roam unchallenged will endanger future explorations. Abandon your current target and dispose of this menace.,
68,Slay the kerkes,Operation Command here.<hex:02100103>The scent of blood has attracted a greater predator.,Allowing such creatures to roam unchallenged will endanger future explorations. Abandon your current target and dispose of this menace.,
69,Slay bejeweled pegasi,Operation Command here.<hex:02100103>The scent of blood has attracted a greater predator.,Allowing such creatures to roam unchallenged will endanger future explorations. Abandon your current target and dispose of this menace.,
70,Slay billowing bilokos,Operation Command here.<hex:02100103>The scent of blood has attracted a greater predator.,Allowing such creatures to roam unchallenged will endanger future explorations. Abandon your current target and dispose of this menace.,
71,Use a scent trap to ambush Diadem endymions,Operation Command here.<hex:02100103>We have received your interim report.,Slay the next target and your duty is done─move on to the next hunting ground and prepare your trap.,"But be warned: you face a formidable foe. We suggest you put aside exploration, and focus on downing your prey."
72,Use a scent trap to ambush proceratosaurs,Operation Command here.<hex:02100103>We have received your interim report.,Slay the next target and your duty is done─move on to the next hunting ground and prepare your trap.,"But be warned: you face a formidable foe. We suggest you put aside exploration, and focus on downing your prey."
73,Use a scent trap to ambush westerly sanuwas,Operation Command here.<hex:02100103>We have received your interim report.,Slay the next target and your duty is done─move on to the next hunting ground and prepare your trap.,"But be warned: you face a formidable foe. We suggest you put aside exploration, and focus on downing your prey."
74,Use a scent trap to ambush crown pelicans,Operation Command here.<hex:02100103>We have received your interim report.,Slay the next target and your duty is done─move on to the next hunting ground and prepare your trap.,"But be warned: you face a formidable foe. We suggest you put aside exploration, and focus on downing your prey."
75,Use a scent trap to ambush crown tuco tucos,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
76,Use a scent trap to ambush neochus,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
77,Use a scent trap to ambush cutters,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
78,Use a scent trap to ambush sun sordes,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
79,Use a scent trap to ambush pack paissas,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
80,Use a scent trap to ambush jewel flies,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
81,Use a scent trap to ambush ageless sankchinnis,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
82,Use a scent trap to ambush ant hawks,Operation Command here.<hex:02100103>We have received your preliminary report.,Pray continue with your efforts to lure in and cull the dangerous creatures of the Diadem.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
83,Use a scent trap to ambush killer ants,Operation Command here.<hex:02100103>We have received your preliminary report.,Pray continue with your efforts to lure in and cull the dangerous creatures of the Diadem.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
84,Use a scent trap to ambush speckled hakulaqs,Operation Command here.<hex:02100103>We have received your preliminary report.,Pray continue with your efforts to lure in and cull the dangerous creatures of the Diadem.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
85,Use a scent trap to ambush welkinixes,Operation Command here.<hex:02100103>We have received your preliminary report.,Pray continue with your efforts to lure in and cull the dangerous creatures of the Diadem.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
86,Use a scent trap to ambush triceratops,Operation Command here.<hex:02100103>We have received your preliminary report.,Pray continue with your efforts to lure in and cull the dangerous creatures of the Diadem.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
87,Use a scent trap to ambush baby brachiosaurs,Operation Command here.<hex:02100103>We have received your preliminary report.,Pray continue with your efforts to lure in and cull the dangerous creatures of the Diadem.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
88,Use a scent trap to ambush lunantishees,Operation Command here.<hex:02100103>We have received your preliminary report.,Pray continue with your efforts to lure in and cull the dangerous creatures of the Diadem.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
89,Use a scent trap to ambush zeuglodons,Operation Command here.<hex:02100103>We have received your preliminary report.,Pray continue with your efforts to lure in and cull the dangerous creatures of the Diadem.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
90,Slay an easterly sanuwa,Operation Command here.<hex:02100103>The scent of blood has attracted a greater predator.,Allowing such creatures to roam unchallenged will endanger future explorations. Abandon your current target and dispose of this menace.,
91,Slay the celphie,Operation Command here.<hex:02100103>The scent of blood has attracted a greater predator.,Allowing such creatures to roam unchallenged will endanger future explorations. Abandon your current target and dispose of this menace.,
92,Use a scent trap to ambush diplocauluses,Operation Command here.<hex:02100103>We have received your interim report.,Slay the next target and your duty is done─move on to the next hunting ground and prepare your trap.,"But be warned: you face a formidable foe. We suggest you put aside exploration, and focus on downing your prey."
93,Slay an ageless melia,Operation Command here.<hex:02100103>The scent of blood has attracted a greater predator.,Allowing such creatures to roam unchallenged will endanger future explorations. Abandon your current target and dispose of this menace.,
94,Slay a pteranodon,Operation Command here.<hex:02100103>The scent of blood has attracted a greater predator.,Allowing such creatures to roam unchallenged will endanger future explorations. Abandon your current target and dispose of this menace.,
95,Use a scent trap to ambush Diadem marids,This is Operation Command─we see your ship has arrived safely. Welcome to the Diadem!,"These isles crawl with deadly denizens, and it will be your task to thin their numbers. Head to the hunting ground we've indicated, then lure your targets into an ambush.","This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
96,Use a scent trap to ambush coelophysis,Operation Command here.<hex:02100103>We have received your preliminary report.,Pray continue with your efforts to lure in and cull the dangerous creatures of the Diadem.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
97,Use a scent trap to ambush coelophysis,Operation Command here.<hex:02100103>We have received your interim report.,Slay the next target and your duty is done─move on to the next hunting ground and prepare your trap.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
98,Use a scent trap to ambush ageless diremites,Operation Command here.<hex:02100103>We have received your interim report.,Slay the next target and your duty is done─move on to the next hunting ground and prepare your trap.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
99,Use a scent trap to ambush ant hawks,Operation Command here.<hex:02100103>We have received your interim report.,Slay the next target and your duty is done─move on to the next hunting ground and prepare your trap.,"This operation's degree of success will also be gauged by the extent of your explorations. Have at it, adventurers."
100,,,,
