100021,Standard Synthesis,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100022,Advanced Touch,Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100023,Observe,Do nothing for one step.
100024,,
100025,,
100026,,
100027,,
100028,,
100029,,
100030,Basic Synthesis,Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450BFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100031,Basic Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100032,Master's Mend,Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.
100033,Rapid Synthesis,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 250%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 50%
100034,Standard Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18
100035,Master's Mend II,Restores item durability by 60.
100036,Brand of Ice,Increases progress. Progress doubles when recipe affinity is ice.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100% (200%)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100037,Standard Synthesis,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100038,Advanced Touch,Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100039,Piece by Piece,"Increases remaining progress by up to 33%. Increase to progress in a single step cannot exceed 1,000.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%"
100040,Observe,Do nothing for one step.
100041,,
100042,,
100043,,
100044,,
100045,Basic Synthesis,Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450DFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100046,Basic Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100047,Master's Mend,Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.
100048,Standard Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18
100049,Master's Mend II,Restores item durability by 60.
100050,Brand of Earth,Increases progress. Progress doubles when recipe affinity is earth.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100% (200%)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100051,Standard Synthesis,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100052,Advanced Touch,Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100053,Observe,Do nothing for one step.
100054,,
100055,,
100056,,
100057,,
100058,,
100059,,
100060,Basic Synthesis,Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450EFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100061,Basic Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100062,Master's Mend,Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.
100063,Careful Synthesis,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 90%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100064,Standard Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18
100065,Master's Mend II,Restores item durability by 60.
100066,Brand of Lightning,Increases progress. Progress doubles when recipe affinity is lightning.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100% (200%)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100067,Standard Synthesis,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100068,Advanced Touch,Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100069,Careful Synthesis II,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 120%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100070,Observe,Do nothing for one step.
100071,,
100072,,
100073,,
100074,,
100075,Basic Synthesis,Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450CFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100076,Basic Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100077,Master's Mend,Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.
100078,Standard Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18
100079,Master's Mend II,Restores item durability by 60.
100080,Standard Synthesis,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100081,Advanced Touch,Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100082,Observe,Do nothing for one step.
100083,Flawless Synthesis,Increases progress by 40.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100084,,
100085,,
100086,,
100087,,
100088,,
100089,,
100090,Basic Synthesis,Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E9450FFF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100091,Basic Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100092,Master's Mend,Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.
100093,Standard Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18
100094,Master's Mend II,Restores item durability by 60.
100095,Brand of Water,Increases progress. Progress doubles when recipe affinity is water.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100% (200%)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100096,Standard Synthesis,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100097,Advanced Touch,Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100098,Tricks of the Trade,Restores 20 CP. Can only be used when material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>.
100099,Observe,Do nothing for one step.
100100,,
100101,,
100102,,
100103,,
100104,,
100105,Basic Synthesis,Increases <hex:024804F201FA03><hex:024904F201FB03>progress<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> <hex:020812E4E94510FF0B><hex:020807E0E94620796503><hex:6503>%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100106,Basic Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%
100107,Master's Mend,Restores item <hex:024804F201FA03><hex:024904F201FB03>durability<hex:0249020103><hex:0248020103> by 30.
100108,Hasty Touch,Increases quality and requires no CP.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 50%
100109,Standard Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 125%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Action: <hex:0249020103><hex:0248020103><hex:024804F201F403><hex:024904F201F503>Basic Touch<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Combo Bonus: <hex:0249020103><hex:0248020103>CP cost reduced to 18
100110,Master's Mend II,Restores item durability by 60.
100111,Standard Synthesis,Increases progress.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100112,Advanced Touch,Increases quality.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 90%
100113,Observe,Do nothing for one step.
100114,,
100115,,
100116,,
100117,,
100118,,
100119,,
100120,Byregot's Brow,Increases quality. <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150% plus 10% for each bonus to control granted by <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 70% (Specialist 100%)
100121,Byregot's Brow,Increases quality. <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150% plus 10% for each bonus to control granted by <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 70% (Specialist 100%)
100122,Byregot's Brow,Increases quality. <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150% plus 10% for each bonus to control granted by <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 70% (Specialist 100%)
100123,Byregot's Brow,Increases quality. <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150% plus 10% for each bonus to control granted by <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 70% (Specialist 100%)
100124,Byregot's Brow,Increases quality. <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150% plus 10% for each bonus to control granted by <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 70% (Specialist 100%)
100125,Byregot's Brow,Increases quality. <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150% plus 10% for each bonus to control granted by <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 70% (Specialist 100%)
100126,Byregot's Brow,Increases quality. <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150% plus 10% for each bonus to control granted by <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 70% (Specialist 100%)
100127,Byregot's Brow,Increases quality. <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> effect ends upon use.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150% plus 10% for each bonus to control granted by <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 70% (Specialist 100%)
100128,Precise Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Additional Effect:<hex:0249020103><hex:0248020103> Increases <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> stack by one (up to 10)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>.
100129,Precise Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Additional Effect:<hex:0249020103><hex:0248020103> Increases <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> stack by one (up to 10)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>.
100130,Precise Touch,Increases <hex:024804F201FA03><hex:024904F201FB03>quality<hex:0249020103><hex:0248020103>.<hex:02100103><hex:024804F201F803><hex:024904F201F903>Additional Effect:<hex:0249020103><hex:0248020103> Increases <hex:024804F201FA03><hex:024904F201FB03>Inner Quiet<hex:0249020103><hex:0248020103> stack by one (up to 10)<hex:02100103><hex:024804F201F803><hex:024904F201F903>Efficiency:<hex:0249020103><hex:0248020103> 150%<hex:02100103><hex:024804F201F803><hex:024904F201F903>Success Rate:<hex:0249020103><hex:0248020103> 100%<hex:02100103><hex:02100103>Available only when material condition is <hex:024804F201FA03><hex:024904F201FB03>Good<hex:0249020103><hex:0248020103> or <hex:024804F201FA03><hex:024904F201FB03>Excellent<hex:0249020103><hex:0248020103>.
