key,1,2
131,Cleaving to Tradition,Obtain Bravura in the quest “A Relic Reborn.”
132,Having a Gae Old Time,Obtain Gae Bolg in the quest “A Relic Reborn.”
133,Hard to Miss,Obtain the Artemis Bow in the quest “A Relic Reborn.”
134,Dressed to Heal,Obtain Thyrus in the quest “A Relic Reborn.”
135,Ohohohohoho!,Obtain a Stardust Rod in the quest “A Relic Reborn.”
136,Armed to the Teeth,"Obtain Curtana, a Holy Shield, a pair of Sphairai, Bravura, Gae Bolg, the Artemis Bow, Thyrus, a Stardust Rod, the Veil of Wiyu, and a copy of the <Emphasis>Omnilex</Emphasis> in the quest “A Relic Reborn.”"
137,Going with the Grain: Amateur,Successfully synthesize 50 times for level 1-10 woodworking recipes.
138,Going with the Grain: Initiate,Successfully synthesize 300 times for level 11-20 woodworking recipes.
139,Going with the Grain: Apprentice,Successfully synthesize 750 times for level 21-30 woodworking recipes.
140,Going with the Grain: Journeyman,"Successfully synthesize 1,500 times for level 31-40 woodworking recipes."
141,Going with the Grain: Artisan,"Successfully synthesize 3,000 times for level 41-50 woodworking recipes."
142,A Carpenter's Life for Me,Obtain the first five “Going with the Grain” achievements.
143,Working the Bellows: Amateur,Successfully synthesize 50 times for level 1-10 smithing recipes.
144,Working the Bellows: Initiate,Successfully synthesize 300 times for level 11-20 smithing recipes.
145,Working the Bellows: Apprentice,Successfully synthesize 750 times for level 21-30 smithing recipes.
146,Working the Bellows: Journeyman,"Successfully synthesize 1,500 times for level 31-40 smithing recipes."
147,Working the Bellows: Artisan,"Successfully synthesize 3,000 times for level 41-50 smithing recipes."
148,A Blacksmith's Life for Me,Obtain the first five “Working the Bellows” achievements.
149,Pounding Out the Dents: Amateur,Successfully synthesize 50 times for level 1-10 armorcraft recipes.
150,Pounding Out the Dents: Initiate,Successfully synthesize 300 times for level 11-20 armorcraft recipes.
151,Pounding Out the Dents: Apprentice,Successfully synthesize 750 times for level 21-30 armorcraft recipes.
152,Pounding Out the Dents: Journeyman,"Successfully synthesize 1,500 times for level 31-40 armorcraft recipes."
153,Pounding Out the Dents: Artisan,"Successfully synthesize 3,000 times for level 41-50 armorcraft recipes."
154,An Armorer's Life for Me,Obtain the first five “Pounding Out the Dents” achievements.
155,Cutting the Carats: Amateur,Successfully synthesize 50 times for level 1-10 goldsmithing recipes.
156,Cutting the Carats: Initiate,Successfully synthesize 300 times for level 11-20 goldsmithing recipes.
157,Cutting the Carats: Apprentice,Successfully synthesize 750 times for level 21-30 goldsmithing recipes.
158,Cutting the Carats: Journeyman,"Successfully synthesize 1,500 times for level 31-40 goldsmithing recipes."
159,Cutting the Carats: Artisan,"Successfully synthesize 3,000 times for level 41-50 goldsmithing recipes."
160,A Goldsmith's Life for Me,Obtain the first five “Cutting the Carats” achievements.
161,Hiding in Plain Sight: Amateur,Successfully synthesize 50 times for level 1-10 leatherworking recipes.
162,Hiding in Plain Sight: Initiate,Successfully synthesize 300 times for level 11-20 leatherworking recipes.
163,Hiding in Plain Sight: Apprentice,Successfully synthesize 750 times for level 21-30 leatherworking recipes.
164,Hiding in Plain Sight: Journeyman,"Successfully synthesize 1,500 times for level 31-40 leatherworking recipes."
165,Hiding in Plain Sight: Artisan,"Successfully synthesize 3,000 times for level 41-50 leatherworking recipes."
166,A Leatherworker's Life for Me,Obtain the first five “Hiding in Plain Sight” achievements.
167,Threading the Needle: Amateur,Successfully synthesize 50 times for level 1-10 clothcraft recipes.
168,Threading the Needle: Initiate,Successfully synthesize 300 times for level 11-20 clothcraft recipes.
169,Threading the Needle: Apprentice,Successfully synthesize 750 times for level 21-30 clothcraft recipes.
170,Threading the Needle: Journeyman,"Successfully synthesize 1,500 times for level 31-40 clothcraft recipes."
171,Threading the Needle: Artisan,"Successfully synthesize 3,000 times for level 41-50 clothcraft recipes."
172,A Weaver's Life for Me,Obtain the first five “Threading the Needle” achievements.
173,Mixing It Up: Amateur,Successfully synthesize 50 times for level 1-10 alchemy recipes.
174,Mixing It Up: Initiate,Successfully synthesize 300 times for level 11-20 alchemy recipes.
175,Mixing It Up: Apprentice,Successfully synthesize 750 times for level 21-30 alchemy recipes.
176,Mixing It Up: Journeyman,"Successfully synthesize 1,500 times for level 31-40 alchemy recipes."
177,Mixing It Up: Artisan,"Successfully synthesize 3,000 times for level 41-50 alchemy recipes."
178,An Alchemist's Life for Me,Obtain the first five “Mixing it Up” achievements.
179,Savoring the Realm: Amateur,Successfully synthesize 50 times for level 1-10 cooking recipes.
180,Savoring the Realm: Initiate,Successfully synthesize 300 times for level 11-20 cooking recipes.
181,Savoring the Realm: Apprentice,Successfully synthesize 750 times for level 21-30 cooking recipes.
182,Savoring the Realm: Journeyman,"Successfully synthesize 1,500 times for level 31-40 cooking recipes."
183,Savoring the Realm: Artisan,"Successfully synthesize 3,000 times for level 41-50 cooking recipes."
184,A Life of Cooking,Obtain the first five “Savoring the Realm” achievements.
185,Mining Your Own Business: La Noscea I,Mine 20 times at level 1-10 mineral deposits in La Noscea.
186,Mining Your Own Business: La Noscea II,Mine 300 times at level 11-20 mineral deposits in La Noscea.
187,Mining Your Own Business: La Noscea III,"Mine 1,000 times at level 21-30 mineral deposits in La Noscea."
188,Mining Your Own Business: La Noscea IV,"Mine 2,000 times at level 31-40 mineral deposits in La Noscea."
189,Mining Your Own Business: La Noscea V,"Mine 4,000 times at level 41-50 mineral deposits in La Noscea."
190,A Miner's Life for Me: La Noscea,Obtain all five “Mining Your Own Business: La Noscea” achievements.
191,Mining Your Own Business: Black Shroud I,Mine 20 times at level 1-10 mineral deposits in the Black Shroud.
192,Mining Your Own Business: Black Shroud II,Mine 300 times at level 11-20 mineral deposits in the Black Shroud.
193,Mining Your Own Business: Black Shroud III,"Mine 1,000 times at level 21-30 mineral deposits in the Black Shroud."
194,Mining Your Own Business: Black Shroud IV,"Mine 2,000 times at level 31-40 mineral deposits in the Black Shroud."
195,Mining Your Own Business: Black Shroud V,"Mine 4,000 times at level 41-50 mineral deposits in the Black Shroud."
196,A Miner's Life for Me: Black Shroud,Obtain all five “Mining Your Own Business: Black Shroud” achievements.
197,Mining Your Own Business: Thanalan I,Mine 20 times at level 1-10 mineral deposits in Thanalan.
198,Mining Your Own Business: Thanalan II,Mine 300 times at level 11-20 mineral deposits in Thanalan.
199,Mining Your Own Business: Thanalan III,"Mine 1,000 times at level 21-30 mineral deposits in Thanalan."
200,Mining Your Own Business: Thanalan IV,"Mine 2,000 times at level 31-40 mineral deposits in Thanalan."
201,Mining Your Own Business: Thanalan V,"Mine 4,000 times at level 41-50 mineral deposits in Thanalan."
202,A Miner's Life for Me: Thanalan,Obtain all five “Mining Your Own Business: Thanalan” achievements.
203,A Miner's Life for Me: Greater Eorzea,"Obtain the “A Miner's Life for Me” achievements for La Noscea, the Black Shroud, and Thanalan."
204,Rocking Around the Clock: La Noscea I,Quarry 10 times at level 1-10 rocky outcrops in La Noscea.
205,Rocking Around the Clock: La Noscea II,Quarry 30 times at level 11-20 rocky outcrops in La Noscea.
206,Rocking Around the Clock: La Noscea III,Quarry 100 times at level 21-30 rocky outcrops in La Noscea.
207,Rocking Around the Clock: La Noscea IV,Quarry 200 times at level 31-40 rocky outcrops in La Noscea.
208,Rocking Around the Clock: La Noscea V,Quarry 500 times at level 41-50 rocky outcrops in La Noscea.
209,I'd Rather Be Quarrying: La Noscea,Obtain all five “Rocking Around the Clock: La Noscea” achievements.
210,Rocking Around the Clock: Black Shroud I,Quarry 10 times at level 1-10 rocky outcrops in the Black Shroud.
211,Rocking Around the Clock: Black Shroud II,Quarry 30 times at level 11-20 rocky outcrops in the Black Shroud.
212,Rocking Around the Clock: Black Shroud III,Quarry 100 times at level 21-30 rocky outcrops in the Black Shroud.
213,Rocking Around the Clock: Black Shroud IV,Quarry 200 times at level 31-40 rocky outcrops in the Black Shroud.
214,Rocking Around the Clock: Black Shroud V,Quarry 500 times at level 41-50 rocky outcrops in the Black Shroud.
215,I'd Rather Be Quarrying: Black Shroud,Obtain all five “Rocking Around the Clock: Black Shroud” achievements.
216,Rocking Around the Clock: Thanalan I,Quarry 10 times at level 1-10 rocky outcrops in Thanalan.
217,Rocking Around the Clock: Thanalan II,Quarry 30 times at level 11-20 rocky outcrops in Thanalan.
218,Rocking Around the Clock: Thanalan III,Quarry 100 times at level 21-30 rocky outcrops in Thanalan.
219,Rocking Around the Clock: Thanalan IV,Quarry 200 times at level 31-40 rocky outcrops in Thanalan.
220,Rocking Around the Clock: Thanalan V,Quarry 500 times at level 41-50 rocky outcrops in Thanalan.
221,I'd Rather Be Quarrying: Thanalan,Obtain all five “Rocking Around the Clock: Thanalan” achievements.
222,Logging the Hours: La Noscea I,Log 20 times from level 1-10 mature trees in La Noscea.
223,Logging the Hours: La Noscea II,Log 300 times from level 11-20 mature trees in La Noscea.
224,Logging the Hours: La Noscea III,"Log 1,000 times from level 21-30 mature trees in La Noscea."
225,Logging the Hours: La Noscea IV,"Log 2,000 times from level 31-40 mature trees in La Noscea."
226,Logging the Hours: La Noscea V,"Log 4,000 times from level 41-50 mature trees in La Noscea."
227,A Botanist's Life for Me: La Noscea,Obtain all five “Logging the Hours: La Noscea” achievements.
228,Logging the Hours: Black Shroud I,Log 20 times from level 1-10 mature trees in the Black Shroud.
229,Logging the Hours: Black Shroud II,Log 300 times from level 11-20 mature trees in the Black Shroud.
230,Logging the Hours: Black Shroud III,"Log 1,000 times from level 21-30 mature trees in the Black Shroud."
231,Logging the Hours: Black Shroud IV,"Log 2,000 times from level 31-40 mature trees in the Black Shroud."
232,Logging the Hours: Black Shroud V,"Log 4,000 times from level 41-50 mature trees in the Black Shroud."
233,A Botanist's Life for Me: Black Shroud,Obtain all five “Logging the Hours: Black Shroud” achievements.
234,Logging the Hours: Thanalan I,Log 20 times from level 1-10 mature trees in Thanalan.
235,Logging the Hours: Thanalan II,Log 300 times from level 11-20 mature trees in Thanalan.
236,Logging the Hours: Thanalan III,"Log 1,000 times from level 21-30 mature trees in Thanalan."
237,Logging the Hours: Thanalan IV,"Log 2,000 times from level 31-40 mature trees in Thanalan."
238,Logging the Hours: Thanalan V,"Log 4,000 times from level 41-50 mature trees in Thanalan."
239,A Botanist's Life for Me: Thanalan,Obtain all five “Logging the Hours: Thanalan” achievements.
240,A Botanist's Life for Me: Greater Eorzea,"Obtain the “A Botanist's Life for Me” achievements for La Noscea, the Black Shroud, and Thanalan."
241,Reaping What You Sow: La Noscea I,Harvest 10 times from level 1-10 lush vegetation in La Noscea.
242,Reaping What You Sow: La Noscea II,Harvest 30 times from level 11-20 lush vegetation in La Noscea.
243,Reaping What You Sow: La Noscea III,Harvest 100 times from level 21-30 lush vegetation in La Noscea.
244,Reaping What You Sow: La Noscea IV,Harvest 200 times from level 31-40 lush vegetation in La Noscea.
245,Reaping What You Sow: La Noscea V,Harvest 500 times from level 41-50 lush vegetation in La Noscea.
246,I'd Rather Be Harvesting: La Noscea,Obtain all five “Reaping What You Sow: La Noscea” achievements.
247,Reaping What You Sow: Black Shroud I,Harvest 10 times from level 1-10 lush vegetation in the Black Shroud.
248,Reaping What You Sow: Black Shroud II,Harvest 30 times from level 11-20 lush vegetation in the Black Shroud.
249,Reaping What You Sow: Black Shroud III,Harvest 100 times from level 21-30 lush vegetation in the Black Shroud.
250,Reaping What You Sow: Black Shroud IV,Harvest 200 times from level 31-40 lush vegetation in the Black Shroud.
251,Reaping What You Sow: Black Shroud V,Harvest 500 times from level 41-50 lush vegetation in the Black Shroud.
252,I'd Rather Be Harvesting: Black Shroud,Obtain all five “Reaping What You Sow: Black Shroud” achievements.
253,Reaping What You Sow: Thanalan I,Harvest 10 times from level 1-10 lush vegetation in Thanalan.
254,Reaping What You Sow: Thanalan II,Harvest 30 times from level 11-20 lush vegetation in Thanalan.
255,Reaping What You Sow: Thanalan III,Harvest 100 times from level 21-30 lush vegetation in Thanalan.
256,Reaping What You Sow: Thanalan IV,Harvest 200 times from level 31-40 lush vegetation in Thanalan.
257,Reaping What You Sow: Thanalan V,Harvest 500 times from level 41-50 lush vegetation in Thanalan.
258,I'd Rather Be Harvesting: Thanalan,Obtain all five “Reaping What You Sow: Thanalan” achievements.
259,Good Things Come to Those Who Bait: La Noscea I,Fish 20 times from level 1-10 waters in La Noscea.
260,Good Things Come to Those Who Bait: La Noscea II,Fish 100 times from level 11-20 waters in La Noscea.
261,Good Things Come to Those Who Bait: La Noscea III,Fish 300 times from level 21-30 waters in La Noscea.
262,Good Things Come to Those Who Bait: La Noscea IV,Fish 500 times from level 31-40 waters in La Noscea.
263,Good Things Come to Those Who Bait: La Noscea V,"Fish 1,000 times from level 41-50 waters in La Noscea."
264,A Fisher's Life for Me: La Noscea,Obtain all five “Good Things Come to Those Who Bait: La Noscea” achievements.
265,Good Things Come to Those Who Bait: Black Shroud I,Fish 20 times from level 1-10 waters in the Black Shroud.
266,Good Things Come to Those Who Bait: Black Shroud II,Fish 100 times from level 11-20 waters in the Black Shroud.
267,Good Things Come to Those Who Bait: Black Shroud III,Fish 300 times from level 21-30 waters in the Black Shroud.
268,Good Things Come to Those Who Bait: Black Shroud IV,Fish 500 times from level 31-40 waters in the Black Shroud.
269,Good Things Come to Those Who Bait: Black Shroud V,"Fish 1,000 times from level 41-50 waters in the Black Shroud."
270,A Fisher's Life for Me: Black Shroud,Obtain all five “Good Things Come to Those Who Bait: Black Shroud” achievements.
271,Good Things Come to Those Who Bait: Thanalan I,Fish 20 times from level 1-10 waters in Thanalan.
272,Good Things Come to Those Who Bait: Thanalan II,Fish 100 times from level 11-20 waters in Thanalan.
273,Good Things Come to Those Who Bait: Thanalan III,Fish 300 times from level 21-30 waters in Thanalan.
274,Good Things Come to Those Who Bait: Thanalan IV,Fish 500 times from level 31-40 waters in Thanalan.
275,Good Things Come to Those Who Bait: Thanalan V,"Fish 1,000 times from level 41-50 waters in Thanalan."
276,A Fisher's Life for Me: Thanalan,Obtain all five “Good Things Come to Those Who Bait: Thanalan” achievements.
277,A Fisher's Life for Me: Greater Eorzea,"Obtain the “A Fisher's Life for Me” achievements for La Noscea, the Black Shroud, and Thanalan."
278,Getting Giggy with It: La Noscea I,Spearfish 10 times at level 1-10 shallow pools in La Noscea.
279,Getting Giggy with It: La Noscea II,Spearfish 30 times at level 11-20 shallow pools in La Noscea.
280,Getting Giggy with It: La Noscea III,Spearfish 100 times at level 21-30 shallow pools in La Noscea.
281,Getting Giggy with It: La Noscea IV,Spearfish 200 times at level 31-40 shallow pools in La Noscea.
282,Getting Giggy with It: La Noscea V,Spearfish 500 times at level 41-50 shallow pools in La Noscea.
283,I'd Rather Be Spearfishing: La Noscea,Obtain all five “Getting Giggy with It: La Noscea” achievements.
284,Getting Giggy with It: Black Shroud I,Spearfish 10 times at level 1-10 shallow pools in the Black Shroud.
285,Getting Giggy with It: Black Shroud II,Spearfish 30 times at level 11-20 shallow pools in the Black Shroud.
286,Getting Giggy with It: Black Shroud III,Spearfish 100 times at level 21-30 shallow pools in the Black Shroud.
287,Getting Giggy with It: Black Shroud IV,Spearfish 200 times at level 31-40 shallow pools in the Black Shroud.
288,Getting Giggy with It: Black Shroud V,Spearfish 500 times at level 41-50 shallow pools in the Black Shroud.
289,I'd Rather Be Spearfishing: Black Shroud,Obtain all five “Getting Giggy with It: Black Shroud” achievements.
290,Getting Giggy with It: Thanalan I,Spearfish 10 times at level 1-10 shallow pools in Thanalan.
291,Getting Giggy with It: Thanalan II,Spearfish 30 times at level 11-20 shallow pools in Thanalan.
292,Getting Giggy with It: Thanalan III,Spearfish 100 times at level 21-30 shallow pools in Thanalan.
293,Getting Giggy with It: Thanalan IV,Spearfish 200 times at level 31-40 shallow pools in Thanalan.
294,Getting Giggy with It: Thanalan V,Spearfish 500 times at level 41-50 shallow pools in Thanalan.
295,I'd Rather Be Spearfishing: Thanalan,Obtain all five “Getting Giggy with It: Thanalan” achievements.
296,Getting Too Attached I,Successfully affix 10 materia.
297,Getting Too Attached II,Successfully affix 50 materia.
298,Getting Too Attached III,Successfully affix 100 materia.
299,Getting Too Attached IV,Successfully affix 500 materia.
300,Materia Hysteria,"Successfully affix 1,000 materia."
301,Beginner's Luck,Successfully affix two materia to the same piece of gear.
302,I Make My Own Luck,Successfully affix three materia to the same piece of gear.
303,Luck's Got Nothing to Do with It,Successfully affix four materia to the same piece of gear.
304,I Got This!,Successfully affix five materia to the same piece of gear.
305,An Extract Science I,Successfully extract materia from 10 spiritbound items.
306,An Extract Science II,Successfully extract materia from 50 spiritbound items.
307,An Extract Science III,Successfully extract materia from 100 spiritbound items.
308,An Extract Science IV,Successfully extract materia from 500 spiritbound items.
309,Living in a Materia World,"Successfully extract materia from 1,000 spiritbound items."
310,Leaving Limsa Lominsa,Complete the main scenario quest “The Lominsan Envoy.”
311,Gone from Gridania,Complete the main scenario quest “The Gridanian Envoy.”
312,Out of Ul'dah,Complete the main scenario quest “The Ul'dahn Envoy.”
313,"This One Time, at Level Thirty...",Complete any one of the Disciple of War or Magic class quests available at level 30.
314,Tales of War,Complete all the Disciple of War quests available at level 30.
315,Tales of Magic,Complete all the Disciple of Magic quests available at level 30.
316,Tales of the Hand,Complete all the Disciple of the Hand quests available at level 30.
317,Tales of the Land,Complete all the Disciple of the Land quests available at level 30.
318,The Greatest Tales Ever Told,Complete all the class quests available at level 30.
319,A Little Something on the Side: La Noscea,Complete 15 sidequests originating in La Noscea.
320,A Little Something on the Side: Black Shroud,Complete 15 sidequests originating in the Black Shroud.
321,A Little Something on the Side: Thanalan,Complete 15 sidequests originating in Thanalan.
322,Sideways,Obtain all three “A Little Something on the Side” achievements.
323,All the More Region to Leve I,Complete 10 regional battlecraft levequests.
324,All the More Region to Leve II,Complete 20 regional battlecraft levequests.
325,All the More Region to Leve III,Complete 50 regional battlecraft levequests.
326,All the More Region to Leve IV,Complete 100 regional battlecraft levequests.
327,All the More Region to Leve V,Complete 200 regional battlecraft levequests.
328,All the More Region to Leve VI,Complete 500 regional battlecraft levequests.
329,Region d'Etre,"Complete 1,000 regional battlecraft levequests."
330,"Think Global, Quest Local I",Complete 10 local tradecraft levequests.
331,"Think Global, Quest Local II",Complete 20 local tradecraft levequests.
332,"Think Global, Quest Local III",Complete 50 local tradecraft levequests.
333,"Think Global, Quest Local IV",Complete 100 local tradecraft levequests.
334,"Think Global, Quest Local V",Complete 200 local tradecraft levequests.
335,"Think Global, Quest Local VI",Complete 500 local tradecraft levequests.
336,Lost in Localization,"Complete 1,000 local tradecraft levequests."
337,A Slave to Faction I,Complete 10 faction levequests.
338,A Slave to Faction II,Complete 50 faction levequests.
339,A Slave to Faction III,Complete 100 faction levequests.
340,"Just the Factions, Ma'am",Complete 500 faction levequests.
341,Serving a Greater Cause I,Complete 5 guildhests.
342,Serving a Greater Cause II,Complete 10 guildhests.
343,Serving a Greater Cause III,Complete 20 guildhests.
344,Serving a Greater Cause IV,Complete 30 guildhests.
345,Serving a Greater Cause V,Complete 50 guildhests.
346,Serving a Greater Cause VI,Complete 100 guildhests.
347,Enraptured Servitude,Complete 200 guildhests.
348,Around the Realm and Back Again,"Complete one regional battlecraft levequest at every aetheryte camp and aetherial gate in La Noscea, the Black Shroud, and Thanalan."
